Algorithme;Coupe min;Nombre de contractions
karger;35;30
karger_improved;3;180
karger_recursive;3;38
karger;161;38
karger_improved;14;326
karger_recursive;32;50
karger;4;37
karger_improved;1;324
karger_recursive;2;47
karger;50;29
karger_improved;26;164
karger_recursive;113;37
karger;0;17
karger_improved;0;29
karger_recursive;0;17
karger;253;33
karger_improved;27;191
karger_recursive;244;43
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;152;36
karger_improved;19;260
karger_recursive;83;46
karger;109;30
karger_improved;16;180
karger_recursive;17;38
karger;116;26
karger_improved;43;157
karger_recursive;18;32
karger;10;13
karger_improved;16;39
karger_recursive;10;15
karger;159;27
karger_improved;23;161
karger_recursive;21;33
karger;4;6
karger_improved;1;11
karger_recursive;5;6
karger;7;38
karger_improved;3;326
karger_recursive;6;50
karger;31;19
karger_improved;4;77
karger_recursive;4;23
karger;2;3
karger_improved;3;4
karger_recursive;1;3
karger;36;19
karger_improved;11;77
karger_recursive;22;23
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;8;25
karger_improved;4;156
karger_recursive;21;31
karger;23;16
karger_improved;3;58
karger_recursive;2;18
karger;1;0
karger_improved;1;0
karger_recursive;1;0
karger;9;17
karger_improved;11;74
karger_recursive;34;19
karger;108;23
karger_improved;16;122
karger_recursive;73;29
karger;143;36
karger_improved;28;260
karger_recursive;211;46
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;5
karger_improved;0;5
karger_recursive;0;5
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;38;37
karger_improved;2;324
karger_recursive;3;47
karger;109;38
karger_improved;16;326
karger_recursive;148;50
karger;18;8
karger_improved;13;17
karger_recursive;13;8
karger;13;6
karger_improved;6;11
karger_recursive;11;6
karger;61;16
karger_improved;14;58
karger_recursive;14;18
karger;6;9
karger_improved;9;18
karger_recursive;15;9
karger;64;17
karger_improved;17;74
karger_recursive;52;19
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;4;5
karger_improved;5;7
karger_recursive;5;5
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;145;31
karger_improved;16;188
karger_recursive;78;39
karger;1;3
karger_improved;1;4
karger_recursive;2;3
karger;13;8
karger_improved;6;17
karger_recursive;5;8
karger;157;25
karger_improved;23;156
karger_recursive;43;31
karger;35;21
karger_improved;4;89
karger_recursive;31;25
karger;3;6
karger_improved;7;11
karger_recursive;4;6
karger;7;31
karger_improved;8;188
karger_recursive;8;39
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;125;37
karger_improved;17;324
karger_recursive;22;47
karger;2;1
karger_improved;2;1
karger_recursive;2;1
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;167;33
karger_improved;17;191
karger_recursive;34;43
karger;119;24
karger_improved;17;124
karger_recursive;84;30
karger;16;28
karger_improved;1;163
karger_recursive;1;36
karger;19;11
karger_improved;6;34
karger_recursive;25;11
karger;43;14
karger_improved;10;41
karger_recursive;11;16
karger;0;5
karger_improved;0;7
karger_recursive;0;5
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;9;23
karger_improved;1;122
karger_recursive;2;29
karger;0;4
karger_improved;0;5
karger_recursive;0;4
karger;30;22
karger_improved;3;90
karger_recursive;7;26
karger;133;33
karger_improved;14;191
karger_recursive;15;43
karger;26;11
karger_improved;7;34
karger_recursive;5;11
karger;81;31
karger_improved;5;188
karger_recursive;5;39
karger;1;2
karger_improved;1;2
karger_recursive;1;2
karger;261;36
karger_improved;33;260
karger_recursive;152;46
karger;129;26
karger_improved;17;157
karger_recursive;103;32
karger;221;37
karger_improved;22;324
karger_recursive;208;47
karger;43;24
karger_improved;43;124
karger_recursive;77;30
karger;84;23
karger_improved;24;122
karger_recursive;64;29
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;307;34
karger_improved;33;255
karger_recursive;171;44
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;179;37
karger_improved;22;324
karger_recursive;78;47
karger;107;35
karger_improved;11;259
karger_recursive;74;45
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;40;18
karger_improved;5;76
karger_recursive;39;22
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;0;26
karger_improved;0;76
karger_recursive;0;26
karger;61;31
karger_improved;23;188
karger_recursive;47;39
karger;0;26
karger_improved;0;63
karger_recursive;0;26
karger;282;37
karger_improved;31;324
karger_recursive;94;47
karger;0;29
karger_improved;0;164
karger_recursive;0;37
karger;55;16
karger_improved;10;58
karger_recursive;30;18
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;8
karger_improved;0;8
karger_recursive;0;8
karger;245;36
karger_improved;20;260
karger_recursive;79;46
karger;2;5
karger_improved;5;7
karger_recursive;8;5
karger;6;4
karger_improved;4;6
karger_recursive;6;4
karger;3;4
karger_improved;2;6
karger_recursive;3;4
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;6;22
karger_improved;2;90
karger_recursive;9;26
karger;95;27
karger_improved;17;161
karger_recursive;20;33
karger;0;7
karger_improved;0;9
karger_recursive;0;7
karger;0;25
karger_improved;0;51
karger_recursive;0;25
karger;2;29
karger_improved;1;164
karger_recursive;3;37
karger;7;29
karger_improved;10;164
karger_recursive;18;37
karger;124;30
karger_improved;18;180
karger_recursive;51;38
karger;35;19
karger_improved;19;77
karger_recursive;17;23
karger;28;37
karger_improved;2;324
karger_recursive;2;47
karger;17;28
karger_improved;16;163
karger_recursive;34;36
karger;1;35
karger_improved;1;259
karger_recursive;13;45
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;3
karger_improved;0;3
karger_recursive;0;3
karger;10;18
karger_improved;3;76
karger_recursive;3;22
karger;15;14
karger_improved;14;41
karger_recursive;15;16
karger;41;14
karger_improved;9;41
karger_recursive;21;16
karger;82;18
karger_improved;15;76
karger_recursive;27;22
karger;113;29
karger_improved;27;164
karger_recursive;91;37
karger;31;21
karger_improved;16;89
karger_recursive;47;25
karger;55;21
karger_improved;12;89
karger_recursive;11;25
karger;90;38
karger_improved;12;326
karger_recursive;70;50
karger;0;13
karger_improved;0;18
karger_recursive;0;13
karger;1;0
karger_improved;1;0
karger_recursive;1;0
karger;45;13
karger_improved;20;39
karger_recursive;19;15
karger;1;0
karger_improved;1;0
karger_recursive;1;0
karger;8;20
karger_improved;9;85
karger_recursive;13;24
karger;1;25
karger_improved;1;156
karger_recursive;1;31
karger;2;9
karger_improved;2;18
karger_recursive;6;9
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;89;18
karger_improved;18;76
karger_recursive;82;22
karger;0;14
karger_improved;0;41
karger_recursive;0;16
karger;35;19
karger_improved;16;77
karger_recursive;19;23
karger;10;11
karger_improved;2;34
karger_recursive;2;11
karger;304;36
karger_improved;28;260
karger_recursive;195;46
karger;2;8
karger_improved;1;17
karger_recursive;7;8
karger;98;32
karger_improved;7;190
karger_recursive;11;40
karger;8;36
karger_improved;5;260
karger_recursive;44;46
karger;58;31
karger_improved;12;188
karger_recursive;19;39
karger;4;12
karger_improved;4;35
karger_recursive;11;12
karger;0;12
karger_improved;0;25
karger_recursive;0;12
karger;20;16
karger_improved;6;58
karger_recursive;37;18
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;0;8
karger_improved;0;11
karger_recursive;0;8
karger;71;21
karger_improved;13;89
karger_recursive;35;25
karger;48;26
karger_improved;24;157
karger_recursive;87;32
karger;6;14
karger_improved;2;41
karger_recursive;11;16
karger;15;19
karger_improved;15;77
karger_recursive;11;23
karger;8;9
karger_improved;17;18
karger_recursive;17;9
karger;78;18
karger_improved;16;76
karger_recursive;58;22
karger;33;13
karger_improved;8;39
karger_recursive;27;15
karger;5;35
karger_improved;2;259
karger_recursive;4;45
karger;126;35
karger_improved;15;259
karger_recursive;76;45
karger;0;15
karger_improved;0;57
karger_recursive;0;17
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;333;38
karger_improved;35;326
karger_recursive;149;50
karger;8;22
karger_improved;6;90
karger_recursive;31;26
karger;0;4
karger_improved;0;6
karger_recursive;0;4
karger;112;28
karger_improved;22;163
karger_recursive;91;36
karger;49;26
karger_improved;26;157
karger_recursive;26;32
karger;0;3
karger_improved;0;3
karger_recursive;0;3
karger;8;31
karger_improved;5;188
karger_recursive;73;39
karger;30;12
karger_improved;10;35
karger_recursive;35;12
karger;30;22
karger_improved;8;90
karger_recursive;9;26
karger;6;7
karger_improved;7;15
karger_recursive;17;7
karger;91;34
karger_improved;14;255
karger_recursive;43;44
karger;2;30
karger_improved;2;180
karger_recursive;2;38
karger;19;16
karger_improved;8;58
karger_recursive;39;18
karger;0;20
karger_improved;0;73
karger_recursive;0;22
karger;88;32
karger_improved;20;190
karger_recursive;173;40
karger;153;38
karger_improved;60;326
karger_recursive;113;50
karger;7;6
karger_improved;7;11
karger_recursive;10;6
karger;163;28
karger_improved;33;163
karger_recursive;52;36
karger;6;22
karger_improved;1;90
karger_recursive;1;26
karger;29;13
karger_improved;8;39
karger_recursive;22;15
karger;92;30
karger_improved;20;180
karger_recursive;38;38
karger;15;7
karger_improved;16;15
karger_recursive;7;7
karger;0;3
karger_improved;0;4
karger_recursive;0;3
karger;2;11
karger_improved;2;34
karger_recursive;4;11
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;118;29
karger_improved;12;164
karger_recursive;13;37
karger;4;5
karger_improved;2;7
karger_recursive;2;5
karger;48;18
karger_improved;9;76
karger_recursive;40;22
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;6
karger_improved;0;6
karger_recursive;0;6
karger;105;25
karger_improved;16;156
karger_recursive;102;31
karger;15;31
karger_improved;2;188
karger_recursive;2;39
karger;10;5
karger_improved;6;7
karger_recursive;10;5
karger;5;8
karger_improved;4;17
karger_recursive;6;8
karger;0;6
karger_improved;0;7
karger_recursive;0;6
karger;4;37
karger_improved;4;324
karger_recursive;4;47
karger;52;19
karger_improved;5;77
karger_recursive;7;23
karger;5;4
karger_improved;4;6
karger_recursive;3;4
karger;21;13
karger_improved;4;39
karger_recursive;13;15
karger;6;5
karger_improved;2;7
karger_recursive;3;5
karger;140;30
karger_improved;19;180
karger_recursive;40;38
karger;1;23
karger_improved;1;122
karger_recursive;1;29
karger;34;20
karger_improved;17;85
karger_recursive;88;24
karger;36;15
karger_improved;7;57
karger_recursive;8;17
karger;73;25
karger_improved;20;156
karger_recursive;84;31
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;5
karger_improved;0;6
karger_recursive;0;5
karger;122;33
karger_improved;27;191
karger_recursive;24;43
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;9;35
karger_improved;8;259
karger_recursive;78;45
karger;3;4
karger_improved;5;6
karger_recursive;5;4
karger;14;17
karger_improved;7;74
karger_recursive;21;19
karger;45;21
karger_improved;6;89
karger_recursive;10;25
karger;105;24
karger_improved;14;124
karger_recursive;56;30
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;2;30
karger_improved;2;180
karger_recursive;2;38
karger;24;33
karger_improved;6;191
karger_recursive;6;43
karger;77;35
karger_improved;6;259
karger_recursive;10;45
karger;32;34
karger_improved;13;255
karger_recursive;117;44
karger;27;12
karger_improved;10;35
karger_recursive;29;12
karger;155;32
karger_improved;27;190
karger_recursive;81;40
karger;104;29
karger_improved;17;164
karger_recursive;70;37
karger;15;15
karger_improved;5;57
karger_recursive;22;17
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;14;6
karger_improved;7;11
karger_recursive;14;6
karger;23;28
karger_improved;21;163
karger_recursive;21;36
karger;218;34
karger_improved;16;255
karger_recursive;156;44
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;7;8
karger_improved;7;17
karger_recursive;17;8
karger;1;0
karger_improved;1;0
karger_recursive;1;0
karger;69;34
karger_improved;19;255
karger_recursive;94;44
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;6;29
karger_improved;3;164
karger_recursive;20;37
karger;37;34
karger_improved;1;255
karger_recursive;1;44
karger;2;1
karger_improved;2;1
karger_recursive;2;1
karger;232;37
karger_improved;28;324
karger_recursive;232;47
karger;35;13
karger_improved;13;39
karger_recursive;12;15
karger;19;20
karger_improved;1;85
karger_recursive;2;24
karger;26;22
karger_improved;4;90
karger_recursive;21;26
karger;25;13
karger_improved;8;39
karger_recursive;15;15
karger;8;12
karger_improved;2;35
karger_recursive;2;12
karger;2;13
karger_improved;2;39
karger_recursive;4;15
karger;29;28
karger_improved;3;163
karger_recursive;22;36
karger;6;12
karger_improved;4;35
karger_recursive;18;12
karger;0;22
karger_improved;0;90
karger_recursive;0;26
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;15;18
karger_improved;28;76
karger_recursive;13;22
karger;122;28
karger_improved;17;163
karger_recursive;67;36
karger;0;33
karger_improved;0;191
karger_recursive;0;43
karger;130;32
karger_improved;9;190
karger_recursive;67;40
karger;1;1
karger_improved;1;1
karger_recursive;1;1
karger;19;37
karger_improved;4;324
karger_recursive;44;47
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;23;12
karger_improved;4;35
karger_recursive;7;12
karger;275;35
karger_improved;35;259
karger_recursive;35;45
karger;23;33
karger_improved;4;191
karger_recursive;40;43
karger;1;3
karger_improved;1;4
karger_recursive;3;3
karger;43;36
karger_improved;21;260
karger_recursive;135;46
karger;0;32
karger_improved;0;190
karger_recursive;0;40
karger;3;2
karger_improved;4;2
karger_recursive;3;2
karger;45;16
karger_improved;11;58
karger_recursive;63;18
karger;72;33
karger_improved;11;191
karger_recursive;114;43
karger;7;4
karger_improved;8;6
karger_recursive;8;4
karger;54;21
karger_improved;9;89
karger_recursive;8;25
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;4;5
karger_improved;4;7
karger_recursive;3;5
karger;162;29
karger_improved;18;164
karger_recursive;17;37
karger;33;25
karger_improved;20;156
karger_recursive;71;31
karger;8;10
karger_improved;9;26
karger_recursive;9;10
karger;119;38
karger_improved;15;326
karger_recursive;55;50
karger;0;5
karger_improved;0;7
karger_recursive;0;5
karger;108;23
karger_improved;19;122
karger_recursive;85;29
karger;136;30
karger_improved;16;180
karger_recursive;64;38
karger;49;17
karger_improved;10;74
karger_recursive;37;19
karger;0;20
karger_improved;0;73
karger_recursive;0;22
karger;0;13
karger_improved;0;39
karger_recursive;0;15
karger;99;20
karger_improved;21;85
karger_recursive;53;24
karger;0;25
karger_improved;0;48
karger_recursive;0;25
karger;3;37
karger_improved;2;324
karger_recursive;5;47
karger;9;20
karger_improved;9;85
karger_recursive;28;24
karger;14;25
karger_improved;11;156
karger_recursive;74;31
karger;87;29
karger_improved;5;164
karger_recursive;17;37
karger;21;37
karger_improved;22;324
karger_recursive;106;47
karger;47;19
karger_improved;7;77
karger_recursive;14;23
karger;86;24
karger_improved;11;124
karger_recursive;49;30
karger;101;33
karger_improved;13;191
karger_recursive;14;43
karger;1;8
karger_improved;1;17
karger_recursive;1;8
karger;57;34
karger_improved;7;255
karger_recursive;44;44
karger;10;8
karger_improved;8;17
karger_recursive;7;8
karger;76;32
karger_improved;46;190
karger_recursive;117;40
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;15
karger_improved;0;57
karger_recursive;0;17
karger;51;36
karger_improved;1;260
karger_recursive;3;46
karger;2;2
karger_improved;3;2
karger_recursive;3;2
karger;69;35
karger_improved;35;259
karger_recursive;243;45
karger;70;37
karger_improved;3;324
karger_recursive;12;47
karger;87;38
karger_improved;27;326
karger_recursive;169;50
karger;11;15
karger_improved;20;57
karger_recursive;10;17
karger;57;25
karger_improved;16;156
karger_recursive;75;31
karger;10;9
karger_improved;10;18
karger_recursive;17;9
karger;7;13
karger_improved;6;39
karger_recursive;4;15
karger;2;1
karger_improved;2;1
karger_recursive;2;1
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;122;36
karger_improved;11;260
karger_recursive;98;46
karger;61;15
karger_improved;14;57
karger_recursive;62;17
karger;68;19
karger_improved;20;77
karger_recursive;38;23
karger;209;33
karger_improved;48;191
karger_recursive;24;43
karger;2;2
karger_improved;2;2
karger_recursive;1;2
karger;10;38
karger_improved;1;326
karger_recursive;1;50
karger;0;9
karger_improved;0;12
karger_recursive;0;9
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;17;9
karger_improved;11;18
karger_recursive;16;9
karger;80;23
karger_improved;12;122
karger_recursive;26;29
karger;0;8
karger_improved;0;14
karger_recursive;0;8
karger;121;26
karger_improved;20;157
karger_recursive;95;32
karger;54;17
karger_improved;24;74
karger_recursive;12;19
karger;269;36
karger_improved;27;260
karger_recursive;80;46
karger;0;12
karger_improved;0;22
karger_recursive;0;12
karger;8;31
karger_improved;3;188
karger_recursive;6;39
karger;37;15
karger_improved;14;57
karger_recursive;23;17
karger;0;7
karger_improved;0;8
karger_recursive;0;7
karger;62;16
karger_improved;13;58
karger_recursive;61;18
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;52;31
karger_improved;9;188
karger_recursive;13;39
karger;3;5
karger_improved;7;7
karger_recursive;7;5
karger;2;12
karger_improved;2;35
karger_recursive;10;12
karger;15;23
karger_improved;10;122
karger_recursive;61;29
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;73;25
karger_improved;7;156
karger_recursive;13;31
karger;27;11
karger_improved;4;34
karger_recursive;24;11
karger;0;9
karger_improved;0;15
karger_recursive;0;9
karger;65;28
karger_improved;22;163
karger_recursive;46;36
karger;41;24
karger_improved;7;124
karger_recursive;8;30
karger;32;22
karger_improved;9;90
karger_recursive;12;26
karger;304;37
karger_improved;32;324
karger_recursive;320;47
karger;25;31
karger_improved;21;188
karger_recursive;161;39
karger;0;30
karger_improved;0;99
karger_recursive;0;30
karger;19;10
karger_improved;9;26
karger_recursive;31;10
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;5;20
karger_improved;5;85
karger_recursive;28;24
karger;0;10
karger_improved;0;26
karger_recursive;0;10
karger;64;21
karger_improved;13;89
karger_recursive;10;25
karger;0;7
karger_improved;0;9
karger_recursive;0;7
karger;18;7
karger_improved;6;15
karger_recursive;8;7
karger;8;17
karger_improved;1;74
karger_recursive;1;19
karger;24;23
karger_improved;24;122
karger_recursive;66;29
karger;0;10
karger_improved;0;17
karger_recursive;0;10
karger;87;23
karger_improved;13;122
karger_recursive;30;29
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;0;37
karger_improved;0;324
karger_recursive;0;47
karger;0;14
karger_improved;0;41
karger_recursive;0;16
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;14;9
karger_improved;6;18
karger_recursive;17;9
karger;138;23
karger_improved;20;122
karger_recursive;41;29
karger;86;29
karger_improved;8;164
karger_recursive;51;37
karger;62;18
karger_improved;7;76
karger_recursive;52;22
karger;0;13
karger_improved;0;33
karger_recursive;0;13
karger;60;22
karger_improved;23;90
karger_recursive;116;26
karger;38;23
karger_improved;6;122
karger_recursive;10;29
karger;24;9
karger_improved;22;18
karger_recursive;25;9
karger;81;19
karger_improved;31;77
karger_recursive;46;23
karger;38;12
karger_improved;21;35
karger_recursive;41;12
karger;37;15
karger_improved;13;57
karger_recursive;13;17
karger;106;35
karger_improved;12;259
karger_recursive;14;45
karger;32;14
karger_improved;13;41
karger_recursive;24;16
karger;10;7
karger_improved;6;15
karger_recursive;14;7
karger;189;37
karger_improved;20;324
karger_recursive;42;47
karger;17;32
karger_improved;4;190
karger_recursive;4;40
karger;12;9
karger_improved;8;18
karger_recursive;12;9
karger;47;26
karger_improved;4;157
karger_recursive;25;32
karger;3;32
karger_improved;3;190
karger_recursive;12;40
karger;10;8
karger_improved;6;17
karger_recursive;9;8
karger;2;17
karger_improved;1;74
karger_recursive;1;19
karger;8;7
karger_improved;8;15
karger_recursive;6;7
karger;0;23
karger_improved;0;92
karger_recursive;0;27
karger;20;8
karger_improved;8;17
karger_recursive;20;8
karger;0;22
karger_improved;0;90
karger_recursive;0;26
karger;32;17
karger_improved;7;74
karger_recursive;28;19
karger;27;13
karger_improved;6;39
karger_recursive;6;15
karger;32;26
karger_improved;3;157
karger_recursive;7;32
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;0;25
karger_improved;0;55
karger_recursive;0;25
karger;174;28
karger_improved;22;163
karger_recursive;21;36
karger;2;3
karger_improved;3;4
karger_recursive;2;3
karger;158;28
karger_improved;23;163
karger_recursive;174;36
karger;16;20
karger_improved;3;85
karger_recursive;3;24
karger;164;33
karger_improved;15;191
karger_recursive;97;43
karger;79;30
karger_improved;9;180
karger_recursive;47;38
karger;72;35
karger_improved;2;259
karger_recursive;5;45
karger;3;3
karger_improved;3;4
karger_recursive;2;3
karger;32;15
karger_improved;7;57
karger_recursive;16;17
karger;4;18
karger_improved;1;76
karger_recursive;1;22
karger;26;23
karger_improved;11;122
karger_recursive;45;29
karger;9;15
karger_improved;2;57
karger_recursive;4;17
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;8;11
karger_improved;5;34
karger_recursive;3;11
karger;158;32
karger_improved;19;190
karger_recursive;45;40
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;386;38
karger_improved;38;326
karger_recursive;323;50
karger;0;14
karger_improved;0;28
karger_recursive;0;14
karger;29;11
karger_improved;9;34
karger_recursive;14;11
karger;5;16
karger_improved;2;58
karger_recursive;8;18
karger;53;19
karger_improved;11;77
karger_recursive;19;23
karger;5;29
karger_improved;1;164
karger_recursive;1;37
karger;0;4
karger_improved;0;6
karger_recursive;0;4
karger;3;7
karger_improved;4;15
karger_recursive;5;7
karger;13;13
karger_improved;12;39
karger_recursive;13;15
karger;140;23
karger_improved;22;122
karger_recursive;23;29
karger;34;14
karger_improved;14;41
karger_recursive;37;16
karger;58;17
karger_improved;12;74
karger_recursive;6;19
karger;26;11
karger_improved;5;34
karger_recursive;26;11
karger;65;27
karger_improved;12;161
karger_recursive;32;33
karger;19;18
karger_improved;19;76
karger_recursive;64;22
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;140;31
karger_improved;14;188
karger_recursive;39;39
karger;12;16
karger_improved;3;58
karger_recursive;2;18
karger;91;37
karger_improved;6;324
karger_recursive;92;47
karger;95;20
karger_improved;21;85
karger_recursive;66;24
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;73;29
karger_improved;6;164
karger_recursive;10;37
karger;21;23
karger_improved;18;122
karger_recursive;18;29
karger;0;4
karger_improved;0;6
karger_recursive;0;4
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;4;36
karger_improved;4;260
karger_recursive;16;46
karger;0;10
karger_improved;0;26
karger_recursive;0;10
karger;11;28
karger_improved;11;163
karger_recursive;14;36
karger;48;34
karger_improved;19;255
karger_recursive;43;44
karger;1;20
karger_improved;1;85
karger_recursive;1;24
karger;79;37
karger_improved;5;324
karger_recursive;88;47
karger;7;4
karger_improved;6;6
karger_recursive;5;4
karger;6;7
karger_improved;3;15
karger_recursive;8;7
karger;254;36
karger_improved;25;260
karger_recursive;235;46
karger;0;23
karger_improved;0;122
karger_recursive;0;29
karger;0;30
karger_improved;0;84
karger_recursive;0;30
karger;4;21
karger_improved;2;89
karger_recursive;2;25
karger;0;1
karger_improved;0;1
karger_recursive;0;1
karger;125;22
karger_improved;17;90
karger_recursive;57;26
karger;0;12
karger_improved;0;35
karger_recursive;0;12
karger;1;3
karger_improved;1;4
karger_recursive;1;3
karger;71;17
karger_improved;16;74
karger_recursive;31;19
karger;74;24
karger_improved;16;124
karger_recursive;116;30
karger;222;32
karger_improved;28;190
karger_recursive;222;40
karger;71;35
karger_improved;9;259
karger_recursive;12;45
karger;1;0
karger_improved;1;0
karger_recursive;1;0
karger;56;37
karger_improved;2;324
karger_recursive;2;47
karger;1;2
karger_improved;1;2
karger_recursive;1;2
karger;235;36
karger_improved;36;260
karger_recursive;136;46
karger;64;21
karger_improved;17;89
karger_recursive;8;25
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;89;26
karger_improved;13;157
karger_recursive;17;32
karger;7;13
karger_improved;2;39
karger_recursive;2;15
karger;82;37
karger_improved;19;324
karger_recursive;45;47
karger;124;22
karger_improved;22;90
karger_recursive;65;26
karger;63;25
karger_improved;7;156
karger_recursive;55;31
karger;0;15
karger_improved;0;21
karger_recursive;0;15
karger;0;14
karger_improved;0;17
karger_recursive;0;14
karger;17;16
karger_improved;7;58
karger_recursive;8;18
karger;2;1
karger_improved;2;1
karger_recursive;2;1
karger;273;33
karger_improved;33;191
karger_recursive;61;43
karger;0;3
karger_improved;0;3
karger_recursive;0;3
karger;73;25
karger_improved;14;156
karger_recursive;100;31
karger;0;6
karger_improved;0;11
karger_recursive;0;6
karger;24;23
karger_improved;9;122
karger_recursive;31;29
karger;130;31
karger_improved;14;188
karger_recursive;139;39
karger;30;13
karger_improved;9;39
karger_recursive;36;15
karger;4;36
karger_improved;3;260
karger_recursive;10;46
karger;0;36
karger_improved;0;260
karger_recursive;0;46
karger;31;22
karger_improved;4;90
karger_recursive;6;26
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;22;15
karger_improved;3;57
karger_recursive;10;17
karger;14;37
karger_improved;12;324
karger_recursive;27;47
karger;26;17
karger_improved;11;74
karger_recursive;10;19
karger;16;18
karger_improved;1;76
karger_recursive;4;22
karger;59;19
karger_improved;10;77
karger_recursive;39;23
karger;43;19
karger_improved;9;77
karger_recursive;8;23
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;86;28
karger_improved;7;163
karger_recursive;40;36
karger;17;29
karger_improved;8;164
karger_recursive;6;37
karger;259;36
karger_improved;25;260
karger_recursive;25;46
karger;0;14
karger_improved;0;41
karger_recursive;0;16
karger;19;18
karger_improved;5;76
karger_recursive;12;22
karger;21;20
karger_improved;5;85
karger_recursive;7;24
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;86;27
karger_improved;7;161
karger_recursive;13;33
karger;11;14
karger_improved;1;41
karger_recursive;1;16
karger;4;3
karger_improved;4;4
karger_recursive;6;3
karger;47;21
karger_improved;6;89
karger_recursive;22;25
karger;10;6
karger_improved;12;11
karger_recursive;5;6
karger;25;21
karger_improved;7;89
karger_recursive;40;25
karger;5;19
karger_improved;1;77
karger_recursive;1;23
karger;1;31
karger_improved;1;188
karger_recursive;2;39
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;0;0
karger_improved;0;0
karger_recursive;0;0
karger;130;32
karger_improved;17;190
karger_recursive;96;40
karger;18;31
karger_improved;17;188
karger_recursive;40;39
karger;0;38
karger_improved;0;326
karger_recursive;0;50
karger;52;18
karger_improved;15;76
karger_recursive;14;22
karger;14;18
karger_improved;10;76
karger_recursive;24;22
karger;12;30
karger_improved;3;180
karger_recursive;3;38
karger;162;25
karger_improved;49;156
karger_recursive;26;31
karger;88;18
karger_improved;18;76
karger_recursive;85;22
karger;8;21
karger_improved;9;89
karger_recursive;12;25
karger;0;2
karger_improved;0;2
karger_recursive;0;2
karger;58;24
karger_improved;8;124
karger_recursive;52;30
karger;23;31
karger_improved;20;188
karger_recursive;24;39
karger;0;8
karger_improved;0;11
karger_recursive;0;8
karger;18;34
karger_improved;14;255
karger_recursive;139;44
karger;10;8
karger_improved;4;17
karger_recursive;3;8
karger;91;22
karger_improved;12;90
karger_recursive;20;26
karger;19;28
karger_improved;16;163
karger_recursive;134;36
karger;147;26
karger_improved;17;157
karger_recursive;20;32
karger;0;25
