a;Coupe min;Nombre de contractions;Rapport
4,5;4;7;0,571428571
4,6;8;7;1,142857143
4,8;3;7;0,428571429
5;4;7;0,571428571
1,1;3;65797;4,55948E-05
1,2;3;2213;0,001355626
1,3;3;363;0,008264463
1,4;3;221;0,013574661
1,5;3;128;0,0234375
1,6;4;85;0,047058824
1,7;3;70;0,042857143
1,8;5;61;0,081967213
1,9;3;54;0,055555556
2;7;53;0,132075472
2,1;26;46;0,565217391
2,2;3;44;0,068181818
2,3;4;43;0,093023256
2,4;5;43;0,11627907
2,5;5;40;0,125
2,6;5;40;0,125
2,7;3;37;0,081081081
2,8;14;37;0,378378378
2,9;3;37;0,081081081
3;9;36;0,25
3,1;49;34;1,441176471
3,2;20;34;0,588235294
3,3;30;33;0,909090909
3,4;7;33;0,212121212
3,5;42;33;1,272727273
3,6;34;33;1,03030303
3,7;21;32;0,65625
3,8;18;32;0,5625
3,9;28;32;0,875
4;21;32;0,65625
4,1;8;32;0,25
4,3;3;31;0,096774194
4,5;5;31;0,161290323
4,6;5;31;0,161290323
4,8;11;31;0,35483871
5;7;30;0,233333333
1,1;0;256;0
1,2;0;70;0
1,3;0;39;0
1,4;0;24;0
1,5;0;18;0
1,6;0;15;0
1,7;0;15;0
1,8;0;15;0
1,9;0;12;0
2;0;12;0
2,1;0;12;0
2,2;0;11;0
2,3;0;11;0
2,4;0;11;0
2,5;0;11;0
2,6;0;11;0
2,7;0;11;0
2,8;0;10;0
2,9;0;10;0
3;0;10;0
3,1;0;10;0
3,2;0;10;0
3,3;0;10;0
3,4;0;10;0
3,5;0;10;0
3,6;0;10;0
3,7;0;9;0
3,8;0;9;0
3,9;0;9;0
4;0;9;0
4,1;0;9;0
4,3;0;9;0
4,5;0;9;0
4,6;0;9;0
4,8;0;9;0
5;0;9;0
1,1;15;65797;0,000227974
1,2;15;2213;0,006778129
1,3;15;363;0,041322314
1,4;18;221;0,081447964
1,5;16;128;0,125
1,6;18;85;0,211764706
1,7;18;70;0,257142857
1,8;66;61;1,081967213
1,9;34;54;0,62962963
2;54;53;1,018867925
2,1;62;46;1,347826087
2,2;77;44;1,75
2,3;52;43;1,209302326
2,4;64;43;1,488372093
2,5;63;40;1,575
2,6;115;40;2,875
2,7;98;37;2,648648649
2,8;100;37;2,702702703
2,9;100;37;2,702702703
3;36;36;1
3,1;47;34;1,382352941
3,2;50;34;1,470588235
3,3;77;33;2,333333333
3,4;130;33;3,939393939
3,5;18;33;0,545454545
3,6;97;33;2,939393939
3,7;73;32;2,28125
3,8;55;32;1,71875
3,9;16;32;0,5
4;106;32;3,3125
4,1;81;32;2,53125
4,3;16;31;0,516129032
4,5;66;31;2,129032258
4,6;20;31;0,64516129
4,8;132;31;4,258064516
5;88;30;2,933333333
1,1;2;15;0,133333333
1,2;1;15;0,066666667
1,3;1;8;0,125
1,4;1;6;0,166666667
1,5;1;6;0,166666667
1,6;1;5;0,2
1,7;1;5;0,2
1,8;3;5;0,6
1,9;2;5;0,4
2;4;5;0,8
2,1;1;4;0,25
2,2;1;4;0,25
2,3;1;4;0,25
2,4;2;4;0,5
2,5;3;4;0,75
2,6;4;4;1
2,7;4;4;1
2,8;4;4;1
2,9;4;4;1
3;1;4;0,25
3,1;2;4;0,5
3,2;2;4;0,5
3,3;1;4;0,25
3,4;1;4;0,25
3,5;1;4;0,25
3,6;3;4;0,75
3,7;1;4;0,25
3,8;4;4;1
3,9;2;4;0,5
4;3;4;0,75
4,1;2;4;0,5
4,3;1;4;0,25
4,5;5;4;1,25
4,6;2;4;0,5
4,8;4;4;1
5;4;4;1
1,1;0;0;#DIV/0!
1,2;0;0;#DIV/0!
1,3;0;0;#DIV/0!
1,4;0;0;#DIV/0!
1,5;0;0;#DIV/0!
1,6;0;0;#DIV/0!
1,7;0;0;#DIV/0!
1,8;0;0;#DIV/0!
1,9;0;0;#DIV/0!
2;0;0;#DIV/0!
2,1;0;0;#DIV/0!
2,2;0;0;#DIV/0!
2,3;0;0;#DIV/0!
2,4;0;0;#DIV/0!
2,5;0;0;#DIV/0!
2,6;0;0;#DIV/0!
2,7;0;0;#DIV/0!
2,8;0;0;#DIV/0!
2,9;0;0;#DIV/0!
3;0;0;#DIV/0!
3,1;0;0;#DIV/0!
3,2;0;0;#DIV/0!
3,3;0;0;#DIV/0!
3,4;0;0;#DIV/0!
3,5;0;0;#DIV/0!
3,6;0;0;#DIV/0!
3,7;0;0;#DIV/0!
3,8;0;0;#DIV/0!
3,9;0;0;#DIV/0!
4;0;0;#DIV/0!
4,1;0;0;#DIV/0!
4,3;0;0;#DIV/0!
4,5;0;0;#DIV/0!
4,6;0;0;#DIV/0!
4,8;0;0;#DIV/0!
5;0;0;#DIV/0!
1,1;1;2054;0,000486855
1,2;1;273;0,003663004
1,3;1;86;0,011627907
1,4;1;53;0,018867925
1,5;3;38;0,078947368
1,6;6;31;0,193548387
1,7;1;27;0,037037037
1,8;4;24;0,166666667
1,9;1;24;0,041666667
2;1;24;0,041666667
2,1;1;21;0,047619048
2,2;1;21;0,047619048
2,3;18;18;1
2,4;8;18;0,444444444
2,5;7;18;0,388888889
2,6;1;18;0,055555556
2,7;1;17;0,058823529
2,8;6;17;0,352941176
2,9;3;17;0,176470588
3;8;17;0,470588235
3,1;16;17;0,941176471
3,2;17;16;1,0625
3,3;1;16;0,0625
3,4;1;16;0,0625
3,5;3;16;0,1875
3,6;1;16;0,0625
3,7;3;16;0,1875
3,8;5;16;0,3125
3,9;8;16;0,5
4;1;16;0,0625
4,1;3;15;0,2
4,3;22;15;1,466666667
4,5;3;15;0,2
4,6;9;15;0,6
4,8;18;15;1,2
5;1;15;0,066666667
1,1;14;32897;0,000425571
1,2;14;1169;0,011976048
1,3;19;217;0,087557604
1,4;14;124;0,112903226
1,5;14;93;0,150537634
1,6;19;72;0,263888889
1,7;14;57;0,245614035
1,8;74;50;1,48
1,9;19;47;0,404255319
2;34;47;0,723404255
2,1;17;40;0,425
2,2;52;37;1,405405405
2,3;15;37;0,405405405
2,4;51;36;1,416666667
2,5;65;36;1,805555556
2,6;117;33;3,545454545
2,7;49;33;1,484848485
2,8;78;33;2,363636364
2,9;102;30;3,4
3;102;30;3,4
3,1;18;30;0,6
3,2;18;30;0,6
3,3;90;29;3,103448276
3,4;126;29;4,344827586
3,5;117;29;4,034482759
3,6;113;29;3,896551724
3,7;105;29;3,620689655
3,8;20;28;0,714285714
3,9;20;28;0,714285714
4;112;28;4
4,1;92;28;3,285714286
4,3;67;28;2,392857143
4,5;65;27;2,407407407
4,6;19;27;0,703703704
4,8;91;27;3,37037037
5;76;27;2,814814815
1,1;9;8254;0,00109038
1,2;9;582;0,015463918
1,3;9;177;0,050847458
1,4;9;108;0,083333333
1,5;13;77;0,168831169
1,6;24;50;0,48
1,7;13;47;0,276595745
1,8;48;40;1,2
1,9;16;34;0,470588235
2;37;33;1,121212121
2,1;22;30;0,733333333
2,2;37;30;1,233333333
2,3;21;28;0,75
2,4;9;27;0,333333333
2,5;21;27;0,777777778
2,6;55;27;2,037037037
2,7;13;24;0,541666667
2,8;52;24;2,166666667
2,9;57;24;2,375
3;15;24;0,625
3,1;59;23;2,565217391
3,2;43;23;1,869565217
3,3;27;23;1,173913043
3,4;14;23;0,608695652
3,5;37;23;1,608695652
3,6;9;22;0,409090909
3,7;63;22;2,863636364
3,8;52;22;2,363636364
3,9;24;22;1,090909091
4;46;22;2,090909091
4,1;56;22;2,545454545
4,3;56;21;2,666666667
4,5;9;21;0,428571429
4,6;65;21;3,095238095
4,8;63;21;3
5;13;21;0,619047619
1,1;12;1030;0,011650485
1,2;13;271;0,04797048
1,3;13;82;0,158536585
1,4;13;51;0,254901961
1,5;23;37;0,621621622
1,6;26;30;0,866666667
1,7;13;23;0,565217391
1,8;26;23;1,130434783
1,9;24;20;1,2
2;13;20;0,65
2,1;14;20;0,7
2,2;46;17;2,705882353
2,3;50;17;2,941176471
2,4;47;17;2,764705882
2,5;42;17;2,470588235
2,6;41;16;2,5625
2,7;41;16;2,5625
2,8;49;16;3,0625
2,9;25;16;1,5625
3;33;16;2,0625
3,1;33;15;2,2
3,2;13;15;0,866666667
3,3;13;15;0,866666667
3,4;13;15;0,866666667
3,5;48;15;3,2
3,6;33;15;2,2
3,7;34;15;2,266666667
3,8;34;14;2,428571429
3,9;42;14;3
4;23;14;1,642857143
4,1;34;14;2,428571429
4,3;25;14;1,785714286
4,5;53;14;3,785714286
4,6;25;14;1,785714286
4,8;40;14;2,857142857
5;51;14;3,642857143
1,1;0;13;0
1,2;0;9;0
1,3;0;7;0
1,4;0;7;0
1,5;0;7;0
1,6;0;7;0
1,7;0;7;0
1,8;0;7;0
1,9;0;7;0
2;0;7;0
2,1;0;7;0
2,2;0;7;0
2,3;0;7;0
2,4;0;7;0
2,5;0;7;0
2,6;0;7;0
2,7;0;7;0
2,8;0;7;0
2,9;0;7;0
3;0;7;0
3,1;0;7;0
3,2;0;7;0
3,3;0;7;0
3,4;0;7;0
3,5;0;7;0
3,6;0;7;0
3,7;0;7;0
3,8;0;7;0
3,9;0;7;0
4;0;7;0
4,1;0;7;0
4,3;0;7;0
4,5;0;7;0
4,6;0;7;0
4,8;0;7;0
5;0;7;0
1,1;4;4110;0,000973236
1,2;4;545;0,00733945
1,3;4;89;0,04494382
1,4;6;58;0,103448276
1,5;4;58;0,068965517
1,6;10;37;0,27027027
1,7;6;30;0,2
1,8;19;27;0,703703704
1,9;18;27;0,666666667
2;17;27;0,62962963
2,1;13;24;0,541666667
2,2;10;24;0,416666667
2,3;5;23;0,217391304
2,4;6;21;0,285714286
2,5;20;21;0,952380952
2,6;10;20;0,5
2,7;33;20;1,65
2,8;14;20;0,7
2,9;13;20;0,65
3;6;20;0,3
3,1;4;19;0,210526316
3,2;6;19;0,315789474
3,3;9;19;0,473684211
3,4;21;19;1,105263158
3,5;14;19;0,736842105
3,6;24;18;1,333333333
3,7;6;18;0,333333333
3,8;28;18;1,555555556
3,9;34;18;1,888888889
4;28;18;1,555555556
4,1;21;18;1,166666667
4,3;6;18;0,333333333
4,5;6;18;0,333333333
4,6;33;17;1,941176471
4,8;13;17;0,764705882
5;9;17;0,529411765
1,1;6;16513;0,00036335
1,2;6;1105;0,005429864
1,3;6;216;0,027777778
1,4;11;122;0,090163934
1,5;10;85;0,117647059
1,6;9;70;0,128571429
1,7;21;55;0,381818182
1,8;27;48;0,5625
1,9;25;46;0,543478261
2;17;45;0,377777778
2,1;13;38;0,342105263
2,2;12;36;0,333333333
2,3;11;35;0,314285714
2,4;11;35;0,314285714
2,5;25;35;0,714285714
2,6;9;32;0,28125
2,7;40;32;1,25
2,8;59;29;2,034482759
2,9;9;29;0,310344828
3;12;29;0,413793103
3,1;52;29;1,793103448
3,2;11;28;0,392857143
3,3;73;28;2,607142857
3,4;24;28;0,857142857
3,5;31;28;1,107142857
3,6;50;27;1,851851852
3,7;23;27;0,851851852
3,8;6;27;0,222222222
3,9;46;27;1,703703704
4;9;27;0,333333333
4,1;36;27;1,333333333
4,3;33;26;1,269230769
4,5;19;26;0,730769231
4,6;11;26;0,423076923
4,8;67;26;2,576923077
5;30;26;1,153846154
1,1;0;0;#DIV/0!
1,2;0;0;#DIV/0!
1,3;0;0;#DIV/0!
1,4;0;0;#DIV/0!
1,5;0;0;#DIV/0!
1,6;0;0;#DIV/0!
1,7;0;0;#DIV/0!
1,8;0;0;#DIV/0!
1,9;0;0;#DIV/0!
2;0;0;#DIV/0!
2,1;0;0;#DIV/0!
2,2;0;0;#DIV/0!
2,3;0;0;#DIV/0!
2,4;0;0;#DIV/0!
2,5;0;0;#DIV/0!
2,6;0;0;#DIV/0!
2,7;0;0;#DIV/0!
2,8;0;0;#DIV/0!
2,9;0;0;#DIV/0!
3;0;0;#DIV/0!
3,1;0;0;#DIV/0!
3,2;0;0;#DIV/0!
3,3;0;0;#DIV/0!
3,4;0;0;#DIV/0!
3,5;0;0;#DIV/0!
3,6;0;0;#DIV/0!
3,7;0;0;#DIV/0!
3,8;0;0;#DIV/0!
3,9;0;0;#DIV/0!
4;0;0;#DIV/0!
4,1;0;0;#DIV/0!
4,3;0;0;#DIV/0!
4,5;0;0;#DIV/0!
4,6;0;0;#DIV/0!
4,8;0;0;#DIV/0!
5;0;0;#DIV/0!
1,1;3;512;0,005859375
1,2;3;134;0,02238806
1,3;3;41;0,073170732
1,4;4;26;0,153846154
1,5;6;26;0,230769231
1,6;3;19;0,157894737
1,7;6;19;0,315789474
1,8;11;16;0,6875
1,9;4;16;0,25
2;4;16;0,25
2,1;4;13;0,307692308
2,2;3;13;0,230769231
2,3;14;13;1,076923077
2,4;3;13;0,230769231
2,5;5;12;0,416666667
2,6;12;12;1
2,7;13;12;1,083333333
2,8;6;12;0,5
2,9;4;12;0,333333333
3;14;12;1,166666667
3,1;18;11;1,636363636
3,2;12;11;1,090909091
3,3;16;11;1,454545455
3,4;7;11;0,636363636
3,5;6;11;0,545454545
3,6;14;11;1,272727273
3,7;3;11;0,272727273
3,8;8;11;0,727272727
3,9;14;11;1,272727273
4;15;11;1,363636364
4,1;10;10;1
4,3;3;10;0,3
4,5;14;10;1,4
4,6;17;10;1,7
4,8;6;10;0,6
5;9;10;0,9
1,1;1;7;0,142857143
1,2;1;7;0,142857143
1,3;1;4;0,25
1,4;2;4;0,5
1,5;1;4;0,25
1,6;1;4;0,25
1,7;2;3;0,666666667
1,8;2;3;0,666666667
1,9;2;3;0,666666667
2;1;3;0,333333333
2,1;1;3;0,333333333
2,2;2;3;0,666666667
2,3;2;3;0,666666667
2,4;1;3;0,333333333
2,5;1;3;0,333333333
2,6;1;3;0,333333333
2,7;1;3;0,333333333
2,8;1;3;0,333333333
2,9;1;3;0,333333333
3;2;3;0,666666667
3,1;2;3;0,666666667
3,2;1;3;0,333333333
3,3;2;3;0,666666667
3,4;1;3;0,333333333
3,5;1;3;0,333333333
3,6;2;3;0,666666667
3,7;1;3;0,333333333
3,8;1;3;0,333333333
3,9;2;3;0,666666667
4;1;3;0,333333333
4,1;2;3;0,666666667
4,3;1;3;0,333333333
4,5;2;3;0,666666667
4,6;2;3;0,666666667
4,8;1;3;0,333333333
5;1;3;0,333333333
1,1;9;32897;0,000273581
1,2;9;1169;0,007698888
1,3;9;217;0,041474654
1,4;13;124;0,10483871
1,5;9;93;0,096774194
1,6;32;72;0,444444444
1,7;20;57;0,350877193
1,8;11;50;0,22
1,9;13;47;0,276595745
2;24;47;0,510638298
2,1;17;40;0,425
2,2;9;37;0,243243243
2,3;11;37;0,297297297
2,4;58;36;1,611111111
2,5;10;36;0,277777778
2,6;10;33;0,303030303
2,7;15;33;0,454545455
2,8;11;33;0,333333333
2,9;27;30;0,9
3;9;30;0,3
3,1;56;30;1,866666667
3,2;14;30;0,466666667
3,3;69;29;2,379310345
3,4;10;29;0,344827586
3,5;28;29;0,965517241
3,6;9;29;0,310344828
3,7;57;29;1,965517241
3,8;15;28;0,535714286
3,9;44;28;1,571428571
4;72;28;2,571428571
4,1;12;28;0,428571429
4,3;59;28;2,107142857
4,5;28;27;1,037037037
4,6;25;27;0,925925926
4,8;45;27;1,666666667
5;34;27;1,259259259
1,1;0;389;0
1,2;0;71;0
1,3;0;43;0
1,4;0;33;0
1,5;0;28;0
1,6;0;24;0
1,7;0;23;0
1,8;0;22;0
1,9;0;21;0
2;0;21;0
2,1;0;20;0
2,2;0;19;0
2,3;0;19;0
2,4;0;18;0
2,5;0;18;0
2,6;0;18;0
2,7;0;18;0
2,8;0;18;0
2,9;0;18;0
3;0;18;0
3,1;0;18;0
3,2;0;18;0
3,3;0;18;0
3,4;0;18;0
3,5;0;18;0
3,6;0;18;0
3,7;0;18;0
3,8;0;18;0
3,9;0;18;0
4;0;18;0
4,1;0;18;0
4,3;0;18;0
4,5;0;18;0
4,6;0;18;0
4,8;0;18;0
5;0;18;0
1,1;0;256;0
1,2;0;70;0
1,3;0;39;0
1,4;0;24;0
1,5;0;18;0
1,6;0;15;0
1,7;0;15;0
1,8;0;15;0
1,9;0;12;0
2;0;12;0
2,1;0;12;0
2,2;0;11;0
2,3;0;11;0
2,4;0;11;0
2,5;0;11;0
2,6;0;11;0
2,7;0;11;0
2,8;0;10;0
2,9;0;10;0
3;0;10;0
3,1;0;10;0
3,2;0;10;0
3,3;0;10;0
3,4;0;10;0
3,5;0;10;0
3,6;0;10;0
3,7;0;9;0
3,8;0;9;0
3,9;0;9;0
4;0;9;0
4,1;0;9;0
4,3;0;9;0
4,5;0;9;0
4,6;0;9;0
4,8;0;9;0
5;0;9;0
1,1;0;1;0
1,2;0;1;0
1,3;0;1;0
1,4;0;1;0
1,5;0;1;0
1,6;0;1;0
1,7;0;1;0
1,8;0;1;0
1,9;0;1;0
2;0;1;0
2,1;0;1;0
2,2;0;1;0
2,3;0;1;0
2,4;0;1;0
2,5;0;1;0
2,6;0;1;0
2,7;0;1;0
2,8;0;1;0
2,9;0;1;0
3;0;1;0
3,1;0;1;0
3,2;0;1;0
3,3;0;1;0
3,4;0;1;0
3,5;0;1;0
3,6;0;1;0
3,7;0;1;0
3,8;0;1;0
3,9;0;1;0
4;0;1;0
4,1;0;1;0
4,3;0;1;0
4,5;0;1;0
4,6;0;1;0
4,8;0;1;0
5;0;1;0
1,1;0;1;0
1,2;0;1;0
1,3;0;1;0
1,4;0;1;0
1,5;0;1;0
1,6;0;1;0
1,7;0;1;0
1,8;0;1;0
1,9;0;1;0
2;0;1;0
2,1;0;1;0
2,2;0;1;0
2,3;0;1;0
2,4;0;1;0
2,5;0;1;0
2,6;0;1;0
2,7;0;1;0
2,8;0;1;0
2,9;0;1;0
3;0;1;0
3,1;0;1;0
3,2;0;1;0
3,3;0;1;0
3,4;0;1;0
3,5;0;1;0
3,6;0;1;0
3,7;0;1;0
3,8;0;1;0
3,9;0;1;0
4;0;1;0
4,1;0;1;0
4,3;0;1;0
4,5;0;1;0
4,6;0;1;0
4,8;0;1;0
5;0;1;0
1,1;3;7;0,428571429
1,2;3;7;0,428571429
1,3;3;4;0,75
1,4;3;4;0,75
1,5;5;4;1,25
1,6;5;4;1,25
1,7;4;3;1,333333333
1,8;3;3;1
1,9;5;3;1,666666667
2;5;3;1,666666667
2,1;5;3;1,666666667
2,2;3;3;1
2,3;5;3;1,666666667
2,4;4;3;1,333333333
2,5;5;3;1,666666667
2,6;6;3;2
2,7;4;3;1,333333333
2,8;5;3;1,666666667
2,9;5;3;1,666666667
3;5;3;1,666666667
3,1;5;3;1,666666667
3,2;6;3;2
3,3;4;3;1,333333333
3,4;6;3;2
3,5;4;3;1,333333333
3,6;5;3;1,666666667
3,7;5;3;1,666666667
3,8;4;3;1,333333333
3,9;3;3;1
4;5;3;1,666666667
4,1;3;3;1
4,3;3;3;1
4,5;3;3;1
4,6;6;3;2
4,8;3;3;1
5;5;3;1,666666667
1,1;2;33025;6,05602E-05
1,2;2;2193;0,000911993
1,3;2;345;0,005797101
1,4;3;156;0,019230769
1,5;2;125;0,016
1,6;2;73;0,02739726
1,7;5;58;0,086206897
1,8;5;51;0,098039216
1,9;9;51;0,176470588
2;9;48;0,1875
2,1;2;41;0,048780488
2,2;2;41;0,048780488
2,3;2;38;0,052631579
2,4;2;38;0,052631579
2,5;7;37;0,189189189
2,6;8;35;0,228571429
2,7;3;34;0,088235294
2,8;29;34;0,852941176
2,9;2;34;0,058823529
3;3;34;0,088235294
3,1;8;31;0,258064516
3,2;9;31;0,290322581
3,3;16;31;0,516129032
3,4;6;30;0,2
3,5;4;30;0,133333333
3,6;6;30;0,2
3,7;4;30;0,133333333
3,8;36;30;1,2
3,9;39;29;1,344827586
4;5;29;0,172413793
4,1;42;29;1,448275862
4,3;9;29;0,310344828
4,5;36;29;1,24137931
4,6;3;28;0,107142857
4,8;41;28;1,464285714
5;6;28;0,214285714
1,1;11;33025;0,000333081
1,2;11;2193;0,00501596
1,3;11;345;0,031884058
1,4;14;156;0,08974359
1,5;15;125;0,12
1,6;13;73;0,178082192
1,7;11;58;0,189655172
1,8;29;51;0,568627451
1,9;24;51;0,470588235
2;16;48;0,333333333
2,1;51;41;1,243902439
2,2;80;41;1,951219512
2,3;14;38;0,368421053
2,4;31;38;0,815789474
2,5;11;37;0,297297297
2,6;38;35;1,085714286
2,7;15;34;0,441176471
2,8;79;34;2,323529412
2,9;17;34;0,5
3;64;34;1,882352941
3,1;69;31;2,225806452
3,2;56;31;1,806451613
3,3;34;31;1,096774194
3,4;80;30;2,666666667
3,5;61;30;2,033333333
3,6;81;30;2,7
3,7;16;30;0,533333333
3,8;11;30;0,366666667
3,9;85;29;2,931034483
4;14;29;0,482758621
4,1;36;29;1,24137931
4,3;77;29;2,655172414
4,5;29;29;1
4,6;46;28;1,642857143
4,8;54;28;1,928571429
5;83;28;2,964285714
1,1;2;33029;6,05528E-05
1,2;2;2197;0,000910332
1,3;5;361;0,013850416
1,4;5;220;0,022727273
1,5;2;126;0,015873016
1,6;2;81;0,024691358
1,7;2;66;0,03030303
1,8;2;59;0,033898305
1,9;6;52;0,115384615
2;5;52;0,096153846
2,1;8;45;0,177777778
2,2;7;42;0,166666667
2,3;25;42;0,595238095
2,4;31;39;0,794871795
2,5;7;39;0,179487179
2,6;10;36;0,277777778
2,7;46;36;1,277777778
2,8;23;36;0,638888889
2,9;22;35;0,628571429
3;5;35;0,142857143
3,1;6;33;0,181818182
3,2;2;32;0,0625
3,3;5;32;0,15625
3,4;13;32;0,40625
3,5;40;32;1,25
3,6;14;31;0,451612903
3,7;40;31;1,290322581
3,8;6;31;0,193548387
3,9;9;31;0,290322581
4;22;31;0,709677419
4,1;29;30;0,966666667
4,3;14;30;0,466666667
4,5;5;30;0,166666667
4,6;35;30;1,166666667
4,8;2;29;0,068965517
5;9;29;0,310344828
1,1;3;66053;4,54181E-05
1,2;4;2215;0,001805869
1,3;3;371;0,008086253
1,4;3;225;0,013333333
1,5;3;132;0,022727273
1,6;6;86;0,069767442
1,7;9;71;0,126760563
1,8;3;62;0,048387097
1,9;20;55;0,363636364
2;5;55;0,090909091
2,1;6;48;0,125
2,2;3;45;0,066666667
2,3;6;45;0,133333333
2,4;22;44;0,5
2,5;14;42;0,333333333
2,6;3;41;0,073170732
2,7;4;41;0,097560976
2,8;5;38;0,131578947
2,9;6;38;0,157894737
3;43;38;1,131578947
3,1;5;35;0,142857143
3,2;7;35;0,2
3,3;7;35;0,2
3,4;3;34;0,088235294
3,5;34;34;1
3,6;14;34;0,411764706
3,7;15;34;0,441176471
3,8;3;33;0,090909091
3,9;6;33;0,181818182
4;42;33;1,272727273
4,1;6;33;0,181818182
4,3;3;32;0,09375
4,5;19;32;0,59375
4,6;5;32;0,15625
4,8;50;32;1,5625
5;43;32;1,34375
1,1;7;33029;0,000211935
1,2;6;2197;0,002730997
1,3;7;361;0,019390582
1,4;6;220;0,027272727
1,5;9;126;0,071428571
1,6;7;81;0,086419753
1,7;26;66;0,393939394
1,8;16;59;0,271186441
1,9;10;52;0,192307692
2;8;52;0,153846154
2,1;50;45;1,111111111
2,2;35;42;0,833333333
2,3;6;42;0,142857143
2,4;10;39;0,256410256
2,5;18;39;0,461538462
2,6;11;36;0,305555556
2,7;9;36;0,25
2,8;6;36;0,166666667
2,9;8;35;0,228571429
3;56;35;1,6
3,1;50;33;1,515151515
3,2;20;32;0,625
3,3;8;32;0,25
3,4;25;32;0,78125
3,5;71;32;2,21875
3,6;8;31;0,258064516
3,7;57;31;1,838709677
3,8;33;31;1,064516129
3,9;46;31;1,483870968
4;29;31;0,935483871
4,1;61;30;2,033333333
4,3;33;30;1,1
4,5;47;30;1,566666667
4,6;39;30;1,3
4,8;6;29;0,206896552
5;35;29;1,206896552
1,1;0;0;#DIV/0!
1,2;0;0;#DIV/0!
1,3;0;0;#DIV/0!
1,4;0;0;#DIV/0!
1,5;0;0;#DIV/0!
1,6;0;0;#DIV/0!
1,7;0;0;#DIV/0!
1,8;0;0;#DIV/0!
1,9;0;0;#DIV/0!
2;0;0;#DIV/0!
2,1;0;0;#DIV/0!
2,2;0;0;#DIV/0!
2,3;0;0;#DIV/0!
2,4;0;0;#DIV/0!
2,5;0;0;#DIV/0!
2,6;0;0;#DIV/0!
2,7;0;0;#DIV/0!
2,8;0;0;#DIV/0!
2,9;0;0;#DIV/0!
3;0;0;#DIV/0!
3,1;0;0;#DIV/0!
3,2;0;0;#DIV/0!
3,3;0;0;#DIV/0!
3,4;0;0;#DIV/0!
3,5;0;0;#DIV/0!
3,6;0;0;#DIV/0!
3,7;0;0;#DIV/0!
3,8;0;0;#DIV/0!
3,9;0;0;#DIV/0!
4;0;0;#DIV/0!
4,1;0;0;#DIV/0!
4,3;0;0;#DIV/0!
4,5;0;0;#DIV/0!
4,6;0;0;#DIV/0!
4,8;0;0;#DIV/0!
5;0;0;#DIV/0!
1,1;0;258;0
1,2;0;71;0
1,3;0;26;0
1,4;0;26;0
1,5;0;19;0
1,6;0;17;0
1,7;0;16;0
1,8;0;14;0
1,9;0;13;0
2;0;13;0
2,1;0;13;0
2,2;0;12;0
2,3;0;12;0
2,4;0;12;0
2,5;0;12;0
2,6;0;11;0
2,7;0;11;0
2,8;0;11;0
2,9;0;11;0
3;0;11;0
3,1;0;11;0
3,2;0;11;0
3,3;0;10;0
3,4;0;10;0
3,5;0;10;0
3,6;0;10;0
3,7;0;10;0
3,8;0;10;0
3,9;0;10;0
4;0;10;0
4,1;0;10;0
4,3;0;10;0
4,5;0;10;0
4,6;0;10;0
4,8;0;10;0
5;0;10;0
1,1;2;31;0,064516129
1,2;2;16;0,125
1,3;2;10;0,2
1,4;2;10;0,2
1,5;2;7;0,285714286
1,6;2;7;0,285714286
1,7;2;7;0,285714286
1,8;5;6;0,833333333
1,9;5;6;0,833333333
2;2;6;0,333333333
2,1;5;6;0,833333333
2,2;5;6;0,833333333
2,3;2;6;0,333333333
2,4;2;5;0,4
2,5;2;5;0,4
2,6;2;5;0,4
2,7;5;5;1
2,8;2;5;0,4
2,9;2;5;0,4
3;5;5;1
3,1;5;5;1
3,2;5;5;1
3,3;2;5;0,4
3,4;5;5;1
3,5;5;5;1
3,6;2;5;0,4
3,7;5;5;1
3,8;5;5;1
3,9;5;5;1
4;2;5;0,4
4,1;2;5;0,4
4,3;5;5;1
4,5;2;5;0,4
4,6;2;5;0,4
4,8;2;5;0,4
5;2;5;0,4
1,1;7;255;0,02745098
1,2;9;66;0,136363636
1,3;7;23;0,304347826
1,4;8;23;0,347826087
1,5;9;16;0,5625
1,6;14;14;1
1,7;20;11;1,818181818
1,8;7;11;0,636363636
1,9;23;11;2,090909091
2;16;11;1,454545455
2,1;7;10;0,7
2,2;15;10;1,5
2,3;7;10;0,7
2,4;7;10;0,7
2,5;23;10;2,3
2,6;13;9;1,444444444
2,7;7;9;0,777777778
2,8;9;9;1
2,9;21;9;2,333333333
3;9;9;1
3,1;7;9;0,777777778
3,2;16;9;1,777777778
3,3;21;9;2,333333333
3,4;23;8;2,875
3,5;15;8;1,875
3,6;8;8;1
3,7;9;8;1,125
3,8;23;8;2,875
3,9;14;8;1,75
4;22;8;2,75
4,1;21;8;2,625
4,3;25;8;3,125
4,5;21;8;2,625
4,6;9;8;1,125
4,8;20;8;2,5
5;8;8;1
1,1;4;2062;0,001939864
1,2;4;289;0,01384083
1,3;4;88;0,045454545
1,4;4;57;0,070175439
1,5;13;42;0,30952381
1,6;21;35;0,6
1,7;27;29;0,931034483
1,8;5;26;0,192307692
1,9;4;25;0,16
2;10;25;0,4
2,1;9;23;0,391304348
2,2;6;22;0,272727273
2,3;5;22;0,227272727
2,4;6;20;0,3
2,5;10;19;0,526315789
2,6;7;19;0,368421053
2,7;27;19;1,421052632
2,8;18;19;0,947368421
2,9;25;18;1,388888889
3;13;18;0,722222222
