a;b;Coupe min;Nombre de contractions
5,1;5;2;8
5,1;6;2;8
2,2;2;2;2
2,2;3;3;2
2,2;4;2;2
2,2;5;2;2
2,2;6;3;2
2,3;2;2;2
2,3;3;3;2
2,3;4;2;2
2,3;5;2;2
2,3;6;3;2
2,4;2;3;2
2,4;3;3;2
2,4;4;3;2
2,4;5;2;2
2,4;6;3;2
2,5;2;2;2
2,5;3;3;2
2,5;4;2;2
2,5;5;3;2
2,5;6;3;2
2,6;2;3;2
2,6;3;3;2
2,6;4;2;2
2,6;5;2;2
2,6;6;3;2
2,7;2;3;2
2,7;3;2;2
2,7;4;3;2
2,7;5;2;2
2,7;6;2;2
2,8;2;2;2
2,8;3;2;2
2,8;4;3;2
2,8;5;3;2
2,8;6;2;2
2,9;2;3;2
2,9;3;3;2
2,9;4;3;2
2,9;5;3;2
2,9;6;2;2
3;2;2;2
3;3;3;2
3;4;2;2
3;5;3;2
3;6;3;2
3,1;2;3;2
3,1;3;2;2
3,1;4;2;2
3,1;5;2;2
3,1;6;2;2
3,2;2;3;2
3,2;3;3;2
3,2;4;2;2
3,2;5;3;2
3,2;6;3;2
3,3;2;3;2
3,3;3;2;2
3,3;4;3;2
3,3;5;3;2
3,3;6;3;2
3,4;2;2;2
3,4;3;3;2
3,4;4;2;2
3,4;5;3;2
3,4;6;3;2
3,5;2;2;2
3,5;3;2;2
3,5;4;3;2
3,5;5;2;2
3,5;6;2;2
3,6;2;2;2
3,6;3;2;2
3,6;4;3;2
3,6;5;3;2
3,6;6;2;2
3,7;2;2;2
3,7;3;3;2
3,7;4;3;2
3,7;5;3;2
3,7;6;3;2
3,8;2;2;2
3,8;3;3;2
3,8;4;2;2
3,8;5;2;2
3,8;6;2;2
3,9;2;3;2
3,9;3;2;2
3,9;4;2;2
3,9;5;3;2
3,9;6;3;2
4;2;3;2
4;3;2;2
4;4;3;2
4;5;2;2
4;6;3;2
4,1;2;3;2
4,1;3;2;2
4,1;4;2;2
4,1;5;3;2
4,1;6;2;2
4,2;2;2;2
4,2;3;2;2
4,2;4;3;2
4,2;5;3;2
4,2;6;2;2
4,3;2;2;2
4,3;3;2;2
4,3;4;2;2
4,3;5;3;2
4,3;6;3;2
4,4;2;2;2
4,4;3;3;2
4,4;4;2;2
4,4;5;3;2
4,4;6;3;2
4,5;2;3;2
4,5;3;3;2
4,5;4;2;2
4,5;5;3;2
4,5;6;2;2
4,6;2;3;2
4,6;3;3;2
4,6;4;2;2
4,6;5;3;2
4,6;6;2;2
4,7;2;2;2
4,7;3;2;2
4,7;4;3;2
4,7;5;2;2
4,7;6;2;2
4,8;2;3;2
4,8;3;3;2
4,8;4;2;2
4,8;5;3;2
4,8;6;2;2
4,9;2;2;2
4,9;3;2;2
4,9;4;3;2
4,9;5;2;2
4,9;6;3;2
5;2;2;2
5;3;2;2
5;4;3;2
5;5;2;2
5;6;3;2
5,1;2;2;2
5,1;3;3;2
5,1;4;2;2
5,1;5;3;2
5,1;6;2;2
2,2;2;38;41
2,2;3;10;63
2,2;4;26;91
2,2;5;27;125
2,2;6;10;165
2,3;2;73;38
2,3;3;10;55
2,3;4;27;76
2,3;5;10;101
2,3;6;13;130
2,4;2;27;38
2,4;3;13;55
2,4;4;14;76
2,4;5;27;101
2,4;6;15;130
2,5;2;21;37
2,5;3;14;53
2,5;4;12;73
2,5;5;10;97
2,5;6;10;125
2,6;2;10;35
2,6;3;28;47
2,6;4;13;61
2,6;5;14;77
2,6;6;14;95
2,7;2;15;34
2,7;3;19;45
2,7;4;22;58
2,7;5;42;73
2,7;6;10;90
2,8;2;42;34
2,8;3;15;45
2,8;4;27;58
2,8;5;15;73
2,8;6;15;90
2,9;2;77;34
2,9;3;14;45
2,9;4;28;58
2,9;5;14;73
2,9;6;12;90
3;2;10;34
3;3;15;45
3;4;14;58
3;5;17;73
3;6;13;90
3,1;2;97;31
3,1;3;85;37
3,1;4;50;43
3,1;5;10;49
3,1;6;39;55
3,2;2;94;31
3,2;3;22;37
3,2;4;13;43
3,2;5;10;49
3,2;6;10;55
3,3;2;95;31
3,3;3;15;37
3,3;4;22;43
3,3;5;81;49
3,3;6;51;55
3,4;2;54;30
3,4;3;24;35
3,4;4;26;40
3,4;5;14;45
3,4;6;13;50
3,5;2;60;30
3,5;3;73;35
3,5;4;14;40
3,5;5;16;45
3,5;6;26;50
3,6;2;14;30
3,6;3;28;35
3,6;4;16;40
3,6;5;15;45
3,6;6;75;50
3,7;2;14;30
3,7;3;78;35
3,7;4;28;40
3,7;5;53;45
3,7;6;35;50
3,8;2;51;30
3,8;3;29;35
3,8;4;15;40
3,8;5;31;45
3,8;6;16;50
3,9;2;108;29
3,9;3;37;33
3,9;4;12;37
3,9;5;74;41
3,9;6;14;45
4;2;68;29
4;3;94;33
4;4;15;37
4;5;63;41
4;6;12;45
4,1;2;58;29
4,1;3;68;33
4,1;4;14;37
4,1;5;70;41
4,1;6;13;45
4,2;2;45;29
4,2;3;60;33
4,2;4;87;37
4,2;5;30;41
4,2;6;15;45
4,3;2;15;29
4,3;3;30;33
4,3;4;37;37
4,3;5;26;41
4,3;6;49;45
4,4;2;67;29
4,4;3;15;33
4,4;4;10;37
4,4;5;46;41
4,4;6;28;45
4,5;2;80;29
4,5;3;15;33
4,5;4;78;37
4,5;5;28;41
4,5;6;57;45
4,6;2;73;28
4,6;3;14;31
4,6;4;13;34
4,6;5;31;37
4,6;6;29;40
4,7;2;40;28
4,7;3;22;31
4,7;4;32;34
4,7;5;13;37
4,7;6;15;40
4,8;2;79;28
4,8;3;15;31
4,8;4;63;34
4,8;5;40;37
4,8;6;91;40
4,9;2;44;28
4,9;3;12;31
4,9;4;27;34
4,9;5;66;37
4,9;6;10;40
5;2;81;28
5;3;30;31
5;4;18;34
5;5;28;37
5;6;16;40
5,1;2;73;28
5,1;3;88;31
5,1;4;16;34
5,1;5;43;37
5,1;6;10;40
2,2;2;13;44
2,2;3;11;67
2,2;4;12;96
2,2;5;13;131
2,2;6;14;172
2,3;2;13;43
2,3;3;19;65
2,3;4;11;93
2,3;5;50;127
2,3;6;12;167
2,4;2;100;43
2,4;3;27;65
2,4;4;34;93
2,4;5;13;127
2,4;6;11;167
2,5;2;63;40
2,5;3;11;57
2,5;4;12;78
2,5;5;11;103
2,5;6;13;132
2,6;2;37;40
2,6;3;44;57
2,6;4;14;78
2,6;5;11;103
2,6;6;12;132
2,7;2;67;37
2,7;3;11;49
2,7;4;14;63
2,7;5;15;79
2,7;6;11;97
2,8;2;28;37
2,8;3;12;49
2,8;4;26;63
2,8;5;15;79
2,8;6;11;97
2,9;2;86;37
2,9;3;13;49
2,9;4;13;63
2,9;5;12;79
2,9;6;14;97
3;2;15;36
3;3;19;47
3;4;28;60
3;5;13;75
3;6;12;92
3,1;2;102;34
3,1;3;25;41
3,1;4;61;48
3,1;5;11;55
3,1;6;72;62
3,2;2;14;34
3,2;3;26;41
3,2;4;14;48
3,2;5;15;55
3,2;6;11;62
3,3;2;107;33
3,3;3;64;39
3,3;4;50;45
3,3;5;11;51
3,3;6;25;57
3,4;2;35;33
3,4;3;46;39
3,4;4;103;45
3,4;5;30;51
3,4;6;52;57
3,5;2;89;33
3,5;3;18;39
3,5;4;47;45
3,5;5;11;51
3,5;6;89;57
3,6;2;89;33
3,6;3;32;39
3,6;4;88;45
3,6;5;11;51
3,6;6;12;57
3,7;2;52;32
3,7;3;74;37
3,7;4;27;42
3,7;5;11;47
3,7;6;12;52
3,8;2;81;32
3,8;3;11;37
3,8;4;57;42
3,8;5;35;47
3,8;6;12;52
3,9;2;73;32
3,9;3;67;37
3,9;4;70;42
3,9;5;13;47
3,9;6;18;52
4;2;47;32
4;3;70;37
4;4;23;42
4;5;12;47
4;6;13;52
4,1;2;15;32
4,1;3;16;37
4,1;4;81;42
4,1;5;14;47
4,1;6;26;52
4,2;2;83;31
4,2;3;80;35
4,2;4;47;39
4,2;5;41;43
4,2;6;30;47
4,3;2;68;31
4,3;3;81;35
4,3;4;33;39
4,3;5;36;43
4,3;6;52;47
4,4;2;99;31
4,4;3;38;35
4,4;4;68;39
4,4;5;14;43
4,4;6;46;47
4,5;2;89;31
4,5;3;20;35
4,5;4;63;39
4,5;5;14;43
4,5;6;60;47
4,6;2;109;31
4,6;3;89;35
4,6;4;69;39
4,6;5;40;43
4,6;6;27;47
4,7;2;53;31
4,7;3;18;35
4,7;4;101;39
4,7;5;21;43
4,7;6;11;47
4,8;2;27;31
4,8;3;16;35
4,8;4;42;39
4,8;5;19;43
4,8;6;32;47
4,9;2;84;30
4,9;3;56;33
4,9;4;27;36
4,9;5;15;39
4,9;6;88;42
5;2;78;30
5;3;69;33
5;4;40;36
5;5;70;39
5;6;31;42
5,1;2;68;30
5,1;3;51;33
5,1;4;23;36
5,1;5;74;39
5,1;6;24;42
2,2;2;0;0
2,2;3;0;0
2,2;4;0;0
2,2;5;0;0
2,2;6;0;0
2,3;2;0;0
2,3;3;0;0
2,3;4;0;0
2,3;5;0;0
2,3;6;0;0
2,4;2;0;0
2,4;3;0;0
2,4;4;0;0
2,4;5;0;0
2,4;6;0;0
2,5;2;0;0
2,5;3;0;0
2,5;4;0;0
2,5;5;0;0
2,5;6;0;0
2,6;2;0;0
2,6;3;0;0
2,6;4;0;0
2,6;5;0;0
2,6;6;0;0
2,7;2;0;0
2,7;3;0;0
2,7;4;0;0
2,7;5;0;0
2,7;6;0;0
2,8;2;0;0
2,8;3;0;0
2,8;4;0;0
2,8;5;0;0
2,8;6;0;0
2,9;2;0;0
2,9;3;0;0
2,9;4;0;0
2,9;5;0;0
2,9;6;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3,1;2;0;0
3,1;3;0;0
3,1;4;0;0
3,1;5;0;0
3,1;6;0;0
3,2;2;0;0
3,2;3;0;0
3,2;4;0;0
3,2;5;0;0
3,2;6;0;0
3,3;2;0;0
3,3;3;0;0
3,3;4;0;0
3,3;5;0;0
3,3;6;0;0
3,4;2;0;0
3,4;3;0;0
3,4;4;0;0
3,4;5;0;0
3,4;6;0;0
3,5;2;0;0
3,5;3;0;0
3,5;4;0;0
3,5;5;0;0
3,5;6;0;0
3,6;2;0;0
3,6;3;0;0
3,6;4;0;0
3,6;5;0;0
3,6;6;0;0
3,7;2;0;0
3,7;3;0;0
3,7;4;0;0
3,7;5;0;0
3,7;6;0;0
3,8;2;0;0
3,8;3;0;0
3,8;4;0;0
3,8;5;0;0
3,8;6;0;0
3,9;2;0;0
3,9;3;0;0
3,9;4;0;0
3,9;5;0;0
3,9;6;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4,1;2;0;0
4,1;3;0;0
4,1;4;0;0
4,1;5;0;0
4,1;6;0;0
4,2;2;0;0
4,2;3;0;0
4,2;4;0;0
4,2;5;0;0
4,2;6;0;0
4,3;2;0;0
4,3;3;0;0
4,3;4;0;0
4,3;5;0;0
4,3;6;0;0
4,4;2;0;0
4,4;3;0;0
4,4;4;0;0
4,4;5;0;0
4,4;6;0;0
4,5;2;0;0
4,5;3;0;0
4,5;4;0;0
4,5;5;0;0
4,5;6;0;0
4,6;2;0;0
4,6;3;0;0
4,6;4;0;0
4,6;5;0;0
4,6;6;0;0
4,7;2;0;0
4,7;3;0;0
4,7;4;0;0
4,7;5;0;0
4,7;6;0;0
4,8;2;0;0
4,8;3;0;0
4,8;4;0;0
4,8;5;0;0
4,8;6;0;0
4,9;2;0;0
4,9;3;0;0
4,9;4;0;0
4,9;5;0;0
4,9;6;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5,1;2;0;0
5,1;3;0;0
5,1;4;0;0
5,1;5;0;0
5,1;6;0;0
2,2;2;0;7
2,2;3;0;8
2,2;4;0;9
2,2;5;0;10
2,2;6;0;11
2,3;2;0;6
2,3;3;0;6
2,3;4;0;6
2,3;5;0;6
2,3;6;0;6
2,4;2;0;6
2,4;3;0;6
2,4;4;0;6
2,4;5;0;6
2,4;6;0;6
2,5;2;0;6
2,5;3;0;6
2,5;4;0;6
2,5;5;0;6
2,5;6;0;6
2,6;2;0;6
2,6;3;0;6
2,6;4;0;6
2,6;5;0;6
2,6;6;0;6
2,7;2;0;6
2,7;3;0;6
2,7;4;0;6
2,7;5;0;6
2,7;6;0;6
2,8;2;0;6
2,8;3;0;6
2,8;4;0;6
2,8;5;0;6
2,8;6;0;6
2,9;2;0;6
2,9;3;0;6
2,9;4;0;6
2,9;5;0;6
2,9;6;0;6
3;2;0;6
3;3;0;6
3;4;0;6
3;5;0;6
3;6;0;6
3,1;2;0;6
3,1;3;0;6
3,1;4;0;6
3,1;5;0;6
3,1;6;0;6
3,2;2;0;6
3,2;3;0;6
3,2;4;0;6
3,2;5;0;6
3,2;6;0;6
3,3;2;0;6
3,3;3;0;6
3,3;4;0;6
3,3;5;0;6
3,3;6;0;6
3,4;2;0;6
3,4;3;0;6
3,4;4;0;6
3,4;5;0;6
3,4;6;0;6
3,5;2;0;6
3,5;3;0;6
3,5;4;0;6
3,5;5;0;6
3,5;6;0;6
3,6;2;0;6
3,6;3;0;6
3,6;4;0;6
3,6;5;0;6
3,6;6;0;6
3,7;2;0;6
3,7;3;0;6
3,7;4;0;6
3,7;5;0;6
3,7;6;0;6
3,8;2;0;6
3,8;3;0;6
3,8;4;0;6
3,8;5;0;6
3,8;6;0;6
3,9;2;0;6
3,9;3;0;6
3,9;4;0;6
3,9;5;0;6
3,9;6;0;6
4;2;0;6
4;3;0;6
4;4;0;6
4;5;0;6
4;6;0;6
4,1;2;0;6
4,1;3;0;6
4,1;4;0;6
4,1;5;0;6
4,1;6;0;6
4,2;2;0;6
4,2;3;0;6
4,2;4;0;6
4,2;5;0;6
4,2;6;0;6
4,3;2;0;6
4,3;3;0;6
4,3;4;0;6
4,3;5;0;6
4,3;6;0;6
4,4;2;0;6
4,4;3;0;6
4,4;4;0;6
4,4;5;0;6
4,4;6;0;6
4,5;2;0;6
4,5;3;0;6
4,5;4;0;6
4,5;5;0;6
4,5;6;0;6
4,6;2;0;6
4,6;3;0;6
4,6;4;0;6
4,6;5;0;6
4,6;6;0;6
4,7;2;0;6
4,7;3;0;6
4,7;4;0;6
4,7;5;0;6
4,7;6;0;6
4,8;2;0;6
4,8;3;0;6
4,8;4;0;6
4,8;5;0;6
4,8;6;0;6
4,9;2;0;6
4,9;3;0;6
4,9;4;0;6
4,9;5;0;6
4,9;6;0;6
5;2;0;6
5;3;0;6
5;4;0;6
5;5;0;6
5;6;0;6
5,1;2;0;6
5,1;3;0;6
5,1;4;0;6
5,1;5;0;6
5,1;6;0;6
2,2;2;12;21
2,2;3;12;30
2,2;4;14;41
2,2;5;25;54
2,2;6;12;69
2,3;2;35;18
2,3;3;25;22
2,3;4;13;26
2,3;5;15;30
2,3;6;14;34
2,4;2;13;18
2,4;3;27;22
2,4;4;13;26
2,4;5;14;30
2,4;6;25;34
2,5;2;36;18
2,5;3;12;22
2,5;4;37;26
2,5;5;27;30
2,5;6;13;34
2,6;2;14;18
2,6;3;13;22
2,6;4;41;26
2,6;5;26;30
2,6;6;23;34
2,7;2;36;17
2,7;3;14;20
2,7;4;27;23
2,7;5;24;26
2,7;6;38;29
2,8;2;13;17
2,8;3;37;20
2,8;4;13;23
2,8;5;12;26
2,8;6;31;29
2,9;2;52;17
2,9;3;23;20
2,9;4;14;23
2,9;5;23;26
2,9;6;41;29
3;2;40;17
3;3;33;20
3;4;36;23
3;5;13;26
3;6;47;29
3,1;2;42;17
3,1;3;24;20
3,1;4;26;23
3,1;5;12;26
3,1;6;13;29
3,2;2;13;16
3,2;3;47;18
3,2;4;23;20
3,2;5;41;22
3,2;6;12;24
3,3;2;13;16
3,3;3;24;18
3,3;4;13;20
3,3;5;23;22
3,3;6;23;24
3,4;2;40;16
3,4;3;26;18
3,4;4;12;20
3,4;5;43;22
3,4;6;34;24
3,5;2;48;16
3,5;3;15;18
3,5;4;15;20
3,5;5;22;22
3,5;6;40;24
3,6;2;12;16
3,6;3;14;18
3,6;4;12;20
3,6;5;35;22
3,6;6;14;24
3,7;2;49;16
3,7;3;37;18
3,7;4;25;20
3,7;5;27;22
3,7;6;43;24
3,8;2;23;16
3,8;3;34;18
3,8;4;35;20
3,8;5;14;22
3,8;6;25;24
3,9;2;41;16
3,9;3;35;18
3,9;4;12;20
3,9;5;36;22
3,9;6;15;24
4;2;43;16
4;3;52;18
4;4;34;20
4;5;14;22
4;6;26;24
4,1;2;48;15
4,1;3;49;16
4,1;4;12;17
4,1;5;24;18
4,1;6;12;19
4,2;2;49;15
4,2;3;42;16
4,2;4;12;17
4,2;5;14;18
4,2;6;36;19
4,3;2;58;15
4,3;3;25;16
4,3;4;13;17
4,3;5;15;18
4,3;6;12;19
4,4;2;34;15
4,4;3;37;16
4,4;4;33;17
4,4;5;26;18
4,4;6;15;19
4,5;2;35;15
4,5;3;43;16
4,5;4;12;17
4,5;5;12;18
4,5;6;46;19
4,6;2;49;15
4,6;3;48;16
4,6;4;33;17
4,6;5;15;18
4,6;6;13;19
4,7;2;25;15
4,7;3;49;16
4,7;4;14;17
4,7;5;13;18
4,7;6;48;19
4,8;2;47;15
4,8;3;12;16
4,8;4;25;17
4,8;5;49;18
4,8;6;26;19
4,9;2;34;15
4,9;3;24;16
4,9;4;13;17
4,9;5;34;18
4,9;6;13;19
5;2;49;15
5;3;55;16
5;4;25;17
5;5;27;18
5;6;12;19
5,1;2;12;15
5,1;3;23;16
5,1;4;41;17
5,1;5;33;18
5,1;6;45;19
2,2;2;3;3
2,2;3;3;3
2,2;4;5;3
2,2;5;3;3
2,2;6;3;3
2,3;2;5;3
2,3;3;5;3
2,3;4;3;3
2,3;5;5;3
2,3;6;4;3
2,4;2;6;3
2,4;3;6;3
2,4;4;4;3
2,4;5;4;3
2,4;6;3;3
2,5;2;5;3
2,5;3;4;3
2,5;4;4;3
2,5;5;5;3
2,5;6;6;3
2,6;2;3;3
2,6;3;4;3
2,6;4;5;3
2,6;5;5;3
2,6;6;5;3
2,7;2;4;3
2,7;3;3;3
2,7;4;3;3
2,7;5;5;3
2,7;6;3;3
2,8;2;5;3
2,8;3;5;3
2,8;4;3;3
2,8;5;3;3
2,8;6;5;3
2,9;2;5;3
2,9;3;5;3
2,9;4;4;3
2,9;5;3;3
2,9;6;4;3
3;2;5;3
3;3;5;3
3;4;4;3
3;5;3;3
3;6;5;3
3,1;2;3;3
3,1;3;5;3
3,1;4;5;3
3,1;5;6;3
3,1;6;5;3
3,2;2;4;3
3,2;3;3;3
3,2;4;4;3
3,2;5;5;3
3,2;6;5;3
3,3;2;4;3
3,3;3;4;3
3,3;4;3;3
3,3;5;5;3
3,3;6;4;3
3,4;2;4;3
3,4;3;3;3
3,4;4;6;3
3,4;5;4;3
3,4;6;5;3
3,5;2;5;3
3,5;3;5;3
3,5;4;3;3
3,5;5;5;3
3,5;6;6;3
3,6;2;4;3
3,6;3;6;3
3,6;4;5;3
3,6;5;4;3
3,6;6;3;3
3,7;2;6;3
3,7;3;4;3
3,7;4;4;3
3,7;5;5;3
3,7;6;6;3
3,8;2;4;3
3,8;3;4;3
3,8;4;3;3
3,8;5;3;3
3,8;6;3;3
3,9;2;6;3
3,9;3;3;3
3,9;4;5;3
3,9;5;5;3
3,9;6;4;3
4;2;4;3
4;3;3;3
4;4;5;3
4;5;3;3
4;6;4;3
4,1;2;6;3
4,1;3;3;3
4,1;4;6;3
4,1;5;5;3
4,1;6;3;3
4,2;2;5;3
4,2;3;4;3
4,2;4;3;3
4,2;5;5;3
4,2;6;4;3
4,3;2;5;3
4,3;3;4;3
4,3;4;5;3
4,3;5;3;3
4,3;6;5;3
4,4;2;4;3
4,4;3;3;3
4,4;4;6;3
4,4;5;5;3
4,4;6;5;3
4,5;2;3;3
4,5;3;5;3
4,5;4;4;3
4,5;5;4;3
4,5;6;5;3
4,6;2;4;3
4,6;3;4;3
4,6;4;4;3
4,6;5;5;3
4,6;6;6;3
4,7;2;4;3
4,7;3;3;3
4,7;4;5;3
4,7;5;4;3
4,7;6;3;3
4,8;2;5;3
4,8;3;5;3
4,8;4;5;3
4,8;5;3;3
4,8;6;4;3
4,9;2;5;3
4,9;3;6;3
4,9;4;6;3
4,9;5;5;3
4,9;6;6;3
5;2;4;3
5;3;4;3
5;4;5;3
5;5;5;3
5;6;3;3
5,1;2;4;3
5,1;3;3;3
5,1;4;4;3
5,1;5;3;3
5,1;6;3;3
2,2;2;121;42
2,2;3;64;64
2,2;4;22;92
2,2;5;23;126
2,2;6;22;166
2,3;2;24;42
2,3;3;68;64
2,3;4;25;92
2,3;5;24;126
2,3;6;20;166
2,4;2;128;39
2,4;3;23;56
2,4;4;25;77
2,4;5;23;102
2,4;6;22;131
2,5;2;84;39
2,5;3;100;56
2,5;4;22;77
2,5;5;20;102
2,5;6;22;131
2,6;2;24;36
2,6;3;47;48
2,6;4;64;62
2,6;5;82;78
2,6;6;81;96
2,7;2;66;36
2,7;3;22;48
2,7;4;46;62
2,7;5;46;78
2,7;6;22;96
2,8;2;80;36
2,8;3;25;48
2,8;4;23;62
2,8;5;25;78
2,8;6;22;96
2,9;2;61;35
2,9;3;66;46
2,9;4;43;59
2,9;5;44;74
2,9;6;20;91
3;2;66;35
3;3;131;46
3;4;46;59
3;5;23;74
3;6;23;91
3,1;2;171;33
3,1;3;22;40
3,1;4;22;47
3,1;5;81;54
3,1;6;23;61
3,2;2;86;32
3,2;3;97;38
3,2;4;25;44
3,2;5;23;50
3,2;6;46;56
3,3;2;115;32
3,3;3;100;38
3,3;4;81;44
3,3;5;25;50
3,3;6;99;56
3,4;2;23;32
3,4;3;96;38
3,4;4;22;44
3,4;5;20;50
3,4;6;84;56
3,5;2;81;32
3,5;3;84;38
3,5;4;98;44
3,5;5;25;50
3,5;6;23;56
3,6;2;158;31
3,6;3;97;36
3,6;4;42;41
3,6;5;47;46
3,6;6;66;51
3,7;2;60;31
3,7;3;163;36
3,7;4;25;41
3,7;5;23;46
3,7;6;23;51
3,8;2;150;31
3,8;3;115;36
3,8;4;22;41
3,8;5;47;46
3,8;6;62;51
3,9;2;44;31
3,9;3;112;36
3,9;4;23;41
3,9;5;111;46
3,9;6;25;51
4;2;99;31
4;3;109;36
4;4;77;41
4;5;65;46
4;6;20;51
4,1;2;66;30
4,1;3;128;34
4,1;4;63;38
4,1;5;113;42
4,1;6;23;46
4,2;2;23;30
4,2;3;66;34
4,2;4;48;38
4,2;5;101;42
4,2;6;45;46
4,3;2;151;30
4,3;3;62;34
4,3;4;97;38
4,3;5;140;42
4,3;6;68;46
4,4;2;149;30
4,4;3;82;34
4,4;4;65;38
4,4;5;125;42
4,4;6;23;46
4,5;2;41;30
4,5;3;125;34
4,5;4;22;38
4,5;5;23;42
4,5;6;82;46
4,6;2;96;30
4,6;3;82;34
4,6;4;83;38
4,6;5;81;42
4,6;6;69;46
4,7;2;160;29
4,7;3;45;32
4,7;4;117;35
4,7;5;65;38
4,7;6;63;41
4,8;2;23;29
4,8;3;155;32
4,8;4;86;35
4,8;5;102;38
4,8;6;62;41
4,9;2;85;29
4,9;3;109;32
4,9;4;114;35
4,9;5;22;38
4,9;6;22;41
5;2;143;29
5;3;64;32
5;4;67;35
5;5;44;38
5;6;99;41
5,1;2;168;29
5,1;3;23;32
5,1;4;22;35
5,1;5;24;38
5,1;6;112;41
2,2;2;68;33
2,2;3;37;49
2,2;4;20;69
2,2;5;20;93
2,2;6;19;121
2,3;2;56;33
2,3;3;39;49
2,3;4;40;69
2,3;5;19;93
2,3;6;17;121
2,4;2;37;30
2,4;3;66;41
2,4;4;70;54
2,4;5;18;69
2,4;6;19;86
2,5;2;37;30
2,5;3;40;41
2,5;4;55;54
2,5;5;19;69
2,5;6;40;86
2,6;2;111;29
2,6;3;52;39
2,6;4;39;51
2,6;5;39;65
2,6;6;19;81
2,7;2;22;27
2,7;3;39;33
2,7;4;54;39
2,7;5;20;45
2,7;6;20;51
2,8;2;102;27
2,8;3;81;33
2,8;4;36;39
2,8;5;82;45
2,8;6;42;51
2,9;2;85;26
2,9;3;19;31
2,9;4;55;36
2,9;5;38;41
2,9;6;54;46
3;2;84;26
3;3;18;31
3;4;20;36
3;5;54;41
3;6;91;46
3,1;2;38;26
3,1;3;38;31
3,1;4;55;36
3,1;5;56;41
3,1;6;54;46
3,2;2;38;26
3,2;3;54;31
3,2;4;82;36
3,2;5;68;41
3,2;6;20;46
3,3;2;86;25
3,3;3;96;29
3,3;4;21;33
3,3;5;68;37
3,3;6;17;41
3,4;2;81;25
3,4;3;82;29
3,4;4;21;33
3,4;5;22;37
3,4;6;72;41
3,5;2;41;25
3,5;3;22;29
3,5;4;39;33
3,5;5;21;37
3,5;6;82;41
3,6;2;98;25
3,6;3;103;29
3,6;4;40;33
3,6;5;108;37
3,6;6;20;41
3,7;2;20;25
3,7;3;22;29
3,7;4;42;33
3,7;5;19;37
3,7;6;73;41
3,8;2;22;25
3,8;3;65;29
3,8;4;109;33
3,8;5;39;37
3,8;6;58;41
3,9;2;108;24
3,9;3;37;27
3,9;4;70;30
3,9;5;69;33
3,9;6;57;36
4;2;105;24
4;3;82;27
4;4;81;30
4;5;54;33
4;6;22;36
4,1;2;18;24
4,1;3;111;27
4,1;4;69;30
4,1;5;84;33
4,1;6;38;36
4,2;2;109;24
4,2;3;94;27
4,2;4;22;30
4,2;5;20;33
4,2;6;70;36
4,3;2;21;24
4,3;3;38;27
4,3;4;21;30
4,3;5;19;33
4,3;6;57;36
4,4;2;57;24
4,4;3;117;27
4,4;4;67;30
4,4;5;56;33
4,4;6;37;36
4,5;2;22;24
4,5;3;72;27
4,5;4;68;30
4,5;5;54;33
4,5;6;68;36
4,6;2;36;24
4,6;3;52;27
4,6;4;21;30
4,6;5;17;33
4,6;6;36;36
4,7;2;22;23
4,7;3;21;25
4,7;4;21;27
4,7;5;21;29
4,7;6;57;31
4,8;2;117;23
4,8;3;70;25
4,8;4;20;27
4,8;5;68;29
4,8;6;72;31
4,9;2;110;23
4,9;3;42;25
4,9;4;54;27
4,9;5;83;29
4,9;6;53;31
5;2;56;23
5;3;41;25
5;4;21;27
5;5;54;29
5;6;41;31
5,1;2;80;23
5,1;3;36;25
5,1;4;69;27
5,1;5;20;29
5,1;6;19;31
2,2;2;4;30
2,2;3;11;45
2,2;4;5;64
2,2;5;3;87
2,2;6;2;114
2,3;2;9;28
2,3;3;2;39
2,3;4;4;52
2,3;5;2;67
2,3;6;2;84
2,4;2;2;27
2,4;3;3;37
2,4;4;3;49
2,4;5;4;63
2,4;6;5;79
2,5;2;2;27
2,5;3;5;37
2,5;4;4;49
2,5;5;2;63
2,5;6;2;79
2,6;2;2;27
2,6;3;2;37
2,6;4;4;49
2,6;5;2;63
2,6;6;2;79
2,7;2;3;24
2,7;3;5;29
2,7;4;2;34
2,7;5;7;39
2,7;6;4;44
2,8;2;19;24
2,8;3;3;29
2,8;4;6;34
2,8;5;2;39
2,8;6;2;44
2,9;2;6;24
2,9;3;12;29
2,9;4;6;34
2,9;5;6;39
2,9;6;2;44
3;2;6;24
3;3;3;29
3;4;4;34
3;5;13;39
3;6;12;44
3,1;2;4;23
3,1;3;15;27
3,1;4;2;31
3,1;5;14;35
3,1;6;3;39
3,2;2;4;23
3,2;3;7;27
3,2;4;9;31
3,2;5;2;35
3,2;6;22;39
3,3;2;3;23
3,3;3;2;27
3,3;4;2;31
3,3;5;3;35
3,3;6;6;39
3,4;2;2;23
3,4;3;4;27
3,4;4;2;31
3,4;5;12;35
3,4;6;9;39
3,5;2;2;23
3,5;3;20;27
3,5;4;3;31
3,5;5;6;35
3,5;6;10;39
3,6;2;5;22
3,6;3;16;25
3,6;4;6;28
3,6;5;8;31
