Exemple;Algorithme;Nombre d'arêtes;Coupe min;Nombre de contractions
;;;;
1;karger_recursive_a2.0_b360;268;0;23
;;;;
1;karger_recursive_a2.0_b384;268;0;23
;;;;
1;karger_recursive_a2.0_b408;268;0;23
;;;;
1;karger_recursive_a2.0_b432;268;0;23
;;;;
1;karger_recursive_a2.0_b456;268;0;23
;;;;
1;karger_recursive_a2.0_b480;268;0;23
;;;;
1;karger_recursive_a2.0_b504;268;0;23
;;;;
1;karger_recursive_a2.0_b528;268;0;23
;;;;
1;karger_recursive_a2.0_b552;268;0;23
;;;;
1;karger_recursive_a2.0_b576;268;0;23
