Exemple,Algorithme,Nombre d'arêtes,Coupe min,Nombre de contractions
339,karger_recursive,20,0,1008
339,karger_improved,20,1,22
339,karger,20,5,11
340,karger_recursive,0,-1,0
340,karger_improved,0,0,0
340,karger,0,0,0
341,karger_recursive,13,2,120
341,karger_improved,13,6,10
341,karger,13,8,5
342,karger_recursive,39,0,6864
342,karger_improved,39,0,44
342,karger,39,0,22
343,karger_recursive,2,0,576
343,karger_improved,2,0,4
343,karger,2,0,2
344,karger_recursive,335,19,11340
344,karger_improved,335,149,54
344,karger,335,108,27
345,karger_recursive,198,8,11340
345,karger_improved,198,74,54
345,karger,198,8,27
346,karger_recursive,72,0,5808
346,karger_improved,72,2,42
346,karger,72,2,21
347,karger_recursive,129,3,11340
347,karger_improved,129,46,54
347,karger,129,66,27
348,karger_recursive,1,1,0
348,karger_improved,1,1,0
348,karger,1,1,0
349,karger_recursive,3,0,36
349,karger_improved,3,0,6
349,karger,3,0,3
350,karger_recursive,143,7,7176
350,karger_improved,143,11,46
350,karger,143,27,23
351,karger_recursive,37,0,2754
351,karger_improved,37,4,32
351,karger,37,4,16
352,karger_recursive,35,0,1008
352,karger_improved,35,2,22
352,karger,35,13,11
353,karger_recursive,61,0,1568
353,karger_improved,61,10,26
353,karger,61,31,13
354,karger_recursive,32,6,280
354,karger_improved,32,14,14
354,karger,32,16,7
355,karger_recursive,141,6,10192
355,karger_improved,141,7,52
355,karger,141,13,26
356,karger_recursive,0,-1,0
356,karger_improved,0,0,0
356,karger,0,0,0
357,karger_recursive,1,1,0
357,karger_improved,1,1,0
357,karger,1,1,0
358,karger_recursive,17,0,648
358,karger_improved,17,0,18
358,karger,17,0,9
359,karger_recursive,5,0,72
359,karger_improved,5,0,8
359,karger,5,0,4
360,karger_recursive,0,0,0
360,karger_improved,0,0,0
360,karger,0,0,0
361,karger_recursive,1,0,4
361,karger_improved,1,0,2
361,karger,1,0,1
362,karger_recursive,312,20,9100
362,karger_improved,312,144,50
362,karger,312,61,25
363,karger_recursive,76,0,2304
363,karger_improved,76,17,30
363,karger,76,13,15
364,karger_recursive,88,0,4400
364,karger_improved,88,6,38
364,karger,88,29,19
365,karger_recursive,121,0,3800
365,karger_improved,121,9,36
365,karger,121,45,18
366,karger_recursive,10,0,350
366,karger_improved,10,0,14
366,karger,10,0,7
367,karger_recursive,12,0,720
367,karger_improved,12,0,20
367,karger,12,0,10
368,karger_recursive,39,0,600
368,karger_improved,39,17,18
368,karger,39,5,9
369,karger_recursive,344,22,10192
369,karger_improved,344,120,52
369,karger,344,143,26
370,karger_recursive,1,1,0
370,karger_improved,1,1,0
370,karger,1,1,0
371,karger_recursive,21,6,120
371,karger_improved,21,6,10
371,karger,21,6,5
372,karger_recursive,32,7,280
372,karger_improved,32,14,14
372,karger,32,7,7
373,karger_recursive,88,3,11340
373,karger_improved,88,4,54
373,karger,88,27,27
374,karger_recursive,13,0,924
374,karger_improved,13,0,22
374,karger,13,0,11
375,karger_recursive,12,0,840
375,karger_improved,12,0,20
375,karger,12,0,10
376,karger_recursive,2,0,8
376,karger_improved,2,1,2
376,karger,2,1,1
377,karger_recursive,283,16,10192
377,karger_improved,283,85,52
377,karger,283,130,26
378,karger_recursive,18,0,720
378,karger_improved,18,0,20
378,karger,18,0,10
379,karger_recursive,0,0,0
379,karger_improved,0,0,0
379,karger,0,0,0
380,karger_recursive,37,0,5808
380,karger_improved,37,1,42
380,karger,37,1,21
381,karger_recursive,327,23,9100
381,karger_improved,327,140,50
381,karger,327,132,25
382,karger_recursive,110,0,6624
382,karger_improved,110,8,44
382,karger,110,7,22
383,karger_recursive,0,-1,0
383,karger_improved,0,0,0
383,karger,0,0,0
384,karger_recursive,156,5,11340
384,karger_improved,156,18,54
384,karger,156,48,27
385,karger_recursive,50,1,7176
385,karger_improved,50,6,46
385,karger,50,1,23
386,karger_recursive,4,0,24
386,karger_improved,4,1,4
386,karger,4,1,2
387,karger_recursive,0,0,0
387,karger_improved,0,0,0
387,karger,0,0,0
388,karger_recursive,0,-1,0
388,karger_improved,0,0,0
388,karger,0,0,0
389,karger_recursive,174,7,7176
389,karger_improved,174,40,46
389,karger,174,34,23
390,karger_recursive,136,0,3240
390,karger_improved,136,60,34
390,karger,136,70,17
391,karger_recursive,49,0,5082
391,karger_improved,49,2,40
391,karger,49,2,20
392,karger_recursive,70,0,2304
392,karger_improved,70,29,30
392,karger,70,16,15
393,karger_recursive,52,0,1274
393,karger_improved,52,16,24
393,karger,52,27,12
394,karger_recursive,54,0,1568
394,karger_improved,54,16,26
394,karger,54,7,13
395,karger_recursive,69,0,1274
395,karger_improved,69,6,24
395,karger,69,28,12
396,karger_recursive,10,1,192
396,karger_improved,10,2,12
396,karger,10,2,6
397,karger_recursive,4,0,160
397,karger_improved,4,0,8
397,karger,4,0,4
398,karger_recursive,6,0,192
398,karger_improved,6,0,12
398,karger,6,0,6
399,karger_recursive,108,0,1920
399,karger_improved,108,26,28
399,karger,108,26,14
400,karger_recursive,2,0,8
400,karger_improved,2,1,2
400,karger,2,1,1
401,karger_recursive,47,0,1008
401,karger_improved,47,4,22
401,karger,47,7,11
402,karger_recursive,25,0,1274
402,karger_improved,25,3,24
402,karger,25,6,12
403,karger_recursive,101,0,1568
403,karger_improved,101,47,26
403,karger,101,12,13
404,karger_recursive,45,0,1920
404,karger_improved,45,5,28
404,karger,45,8,14
405,karger_recursive,0,-1,0
405,karger_improved,0,0,0
405,karger,0,0,0
406,karger_recursive,10,0,48
406,karger_improved,10,4,6
406,karger,10,6,3
407,karger_recursive,279,19,8112
407,karger_improved,279,79,48
407,karger,279,143,24
408,karger_recursive,3,0,216
408,karger_improved,3,0,6
408,karger,3,0,3
409,karger_recursive,26,0,1456
409,karger_improved,26,0,26
409,karger,26,0,13
410,karger_recursive,159,5,9100
410,karger_improved,159,9,50
410,karger,159,74,25
411,karger_recursive,0,0,0
411,karger_improved,0,0,0
411,karger,0,0,0
412,karger_recursive,47,0,4400
412,karger_improved,47,4,38
412,karger,47,12,19
413,karger_recursive,117,0,2754
413,karger_improved,117,33,32
413,karger,117,44,16
414,karger_recursive,29,4,400
414,karger_improved,29,5,16
414,karger,29,16,8
415,karger_recursive,0,0,0
415,karger_improved,0,0,0
415,karger,0,0,0
416,karger_recursive,346,24,9100
416,karger_improved,346,108,50
416,karger,346,26,25
417,karger_recursive,93,0,1568
417,karger_improved,93,11,26
417,karger,93,48,13
418,karger_recursive,7,0,360
418,karger_improved,7,0,12
418,karger,7,0,6
419,karger_recursive,5,0,1210
419,karger_improved,5,0,10
419,karger,5,0,5
420,karger_recursive,5,0,200
420,karger_improved,5,0,10
420,karger,5,0,5
421,karger_recursive,242,10,11340
421,karger_improved,242,32,54
421,karger,242,98,27
422,karger_recursive,49,0,600
422,karger_improved,49,7,18
422,karger,49,18,9
423,karger_recursive,56,0,1274
423,karger_improved,56,9,24
423,karger,56,18,12
424,karger_recursive,10,0,48
424,karger_improved,10,6,6
424,karger,10,6,3
425,karger_recursive,74,0,6624
425,karger_improved,74,5,44
425,karger,74,17,22
426,karger_recursive,79,0,1274
426,karger_improved,79,38,24
426,karger,79,30,12
427,karger_recursive,180,0,4400
427,karger_improved,180,33,38
427,karger,180,92,19
428,karger_recursive,16,0,600
428,karger_improved,16,1,18
428,karger,16,7,9
429,karger_recursive,39,1,10192
429,karger_improved,39,2,52
429,karger,39,2,26
430,karger_recursive,253,14,9100
430,karger_improved,253,50,50
430,karger,253,96,25
431,karger_recursive,3,0,54
431,karger_improved,3,0,6
431,karger,3,0,3
432,karger_recursive,103,0,1920
432,karger_improved,103,34,28
432,karger,103,51,14
433,karger_recursive,2,0,24
433,karger_improved,2,0,4
433,karger,2,0,2
434,karger_recursive,27,6,192
434,karger_improved,27,6,12
434,karger,27,11,6
435,karger_recursive,25,0,792
435,karger_improved,25,1,20
435,karger,25,4,10
436,karger_recursive,63,0,792
436,karger_improved,63,33,20
436,karger,63,32,10
437,karger_recursive,51,0,10192
437,karger_improved,51,0,52
437,karger,51,0,26
438,karger_recursive,241,15,7176
438,karger_improved,241,125,46
438,karger,241,109,23
439,karger_recursive,3,0,36
439,karger_improved,3,0,6
439,karger,3,0,3
440,karger_recursive,135,5,9100
440,karger_improved,135,28,50
440,karger,135,62,25
441,karger_recursive,38,0,792
441,karger_improved,38,15,20
441,karger,38,20,10
442,karger_recursive,86,0,1274
442,karger_improved,86,12,24
442,karger,86,42,12
443,karger_recursive,336,17,11340
443,karger_improved,336,58,54
443,karger,336,166,27
444,karger_recursive,5,0,360
444,karger_improved,5,0,10
444,karger,5,0,5
445,karger_recursive,12,0,840
445,karger_improved,12,0,20
445,karger,12,0,10
446,karger_recursive,1,0,4
446,karger_improved,1,0,2
446,karger,1,0,1
447,karger_recursive,147,0,5082
447,karger_improved,147,37,40
447,karger,147,69,20
448,karger_recursive,19,5,120
448,karger_improved,19,5,10
448,karger,19,6,5
449,karger_recursive,21,6,120
449,karger_improved,21,6,10
449,karger,21,6,5
450,karger_recursive,3,0,150
450,karger_improved,3,0,6
450,karger,3,0,3
451,karger_recursive,8,0,896
451,karger_improved,8,0,16
451,karger,8,0,8
452,karger_recursive,7,0,48
452,karger_improved,7,1,6
452,karger,7,1,3
453,karger_recursive,296,15,12600
453,karger_improved,296,33,56
453,karger,296,115,28
454,karger_recursive,146,0,5808
454,karger_improved,146,44,42
454,karger,146,12,21
455,karger_recursive,161,0,3800
455,karger_improved,161,53,36
455,karger,161,77,18
456,karger_recursive,33,0,10350
456,karger_improved,33,0,46
456,karger,33,0,23
457,karger_recursive,199,0,5808
457,karger_improved,199,14,42
457,karger,199,67,21
458,karger_recursive,69,0,1274
458,karger_improved,69,34,24
458,karger,69,30,12
459,karger_recursive,58,0,1008
459,karger_improved,58,17,22
459,karger,58,15,11
460,karger_recursive,0,0,0
460,karger_improved,0,0,0
460,karger,0,0,0
461,karger_recursive,143,0,2754
461,karger_improved,143,71,32
461,karger,143,73,16
462,karger_recursive,158,0,4400
462,karger_improved,158,30,38
462,karger,158,70,19
463,karger_recursive,96,0,1568
463,karger_improved,96,24,26
463,karger,96,53,13
464,karger_recursive,0,-1,0
464,karger_improved,0,0,0
464,karger,0,0,0
465,karger_recursive,113,0,3800
465,karger_improved,113,52,36
465,karger,113,62,18
466,karger_recursive,255,0,6624
466,karger_improved,255,72,44
466,karger,255,57,22
467,karger_recursive,84,0,5808
467,karger_improved,84,25,42
467,karger,84,5,21
468,karger_recursive,6,0,120
468,karger_improved,6,0,10
468,karger,6,0,5
469,karger_recursive,8,0,1152
469,karger_improved,8,0,16
469,karger,8,0,8
470,karger_recursive,6,1,120
470,karger_improved,6,1,10
470,karger,6,1,5
471,karger_recursive,170,0,6624
471,karger_improved,170,14,44
471,karger,170,57,22
472,karger_recursive,1,0,24
472,karger_improved,1,0,2
472,karger,1,0,1
473,karger_recursive,5,0,360
473,karger_improved,5,0,10
473,karger,5,0,5
474,karger_recursive,117,0,6624
474,karger_improved,117,41,44
474,karger,117,48,22
475,karger_recursive,158,0,3800
475,karger_improved,158,51,36
475,karger,158,74,18
476,karger_recursive,5,0,24
476,karger_improved,5,3,4
476,karger,5,3,2
477,karger_recursive,7,0,420
477,karger_improved,7,0,14
477,karger,7,0,7
478,karger_recursive,10,0,1458
478,karger_improved,10,0,18
478,karger,10,0,9
479,karger_recursive,203,11,7176
479,karger_improved,203,63,46
479,karger,203,30,23
480,karger_recursive,60,0,4400
480,karger_improved,60,6,38
480,karger,60,15,19
481,karger_recursive,31,0,1274
481,karger_improved,31,3,24
481,karger,31,3,12
482,karger_recursive,6,0,36
482,karger_improved,6,0,6
482,karger,6,0,3
483,karger_recursive,3,0,96
483,karger_improved,3,0,6
483,karger,3,0,3
484,karger_recursive,356,22,12600
484,karger_improved,356,82,56
484,karger,356,149,28
485,karger_recursive,11,0,90
485,karger_improved,11,3,8
485,karger,11,5,4
486,karger_recursive,62,0,3800
486,karger_improved,62,14,36
486,karger,62,3,18
487,karger_recursive,36,0,10920
487,karger_improved,36,0,52
487,karger,36,0,26
488,karger_recursive,0,0,0
488,karger_improved,0,0,0
488,karger,0,0,0
489,karger_recursive,27,5,280
489,karger_improved,27,5,14
489,karger,27,12,7
490,karger_recursive,49,2,9100
490,karger_improved,49,13,50
490,karger,49,5,25
491,karger_recursive,6,0,24
491,karger_improved,6,3,4
491,karger,6,4,2
492,karger_recursive,100,1,8112
492,karger_improved,100,1,48
492,karger,100,7,24
493,karger_recursive,279,16,9100
493,karger_improved,279,99,50
493,karger,279,107,25
494,karger_recursive,29,4,400
494,karger_improved,29,14,16
494,karger,29,11,8
495,karger_recursive,146,6,11340
495,karger_improved,146,44,54
495,karger,146,7,27
496,karger_recursive,24,0,600
496,karger_improved,24,11,18
496,karger,24,11,9
497,karger_recursive,19,5,120
497,karger_improved,19,5,10
497,karger,19,5,5
498,karger_recursive,59,0,5808
498,karger_improved,59,24,42
498,karger,59,20,21
499,karger_recursive,0,-1,0
499,karger_improved,0,0,0
499,karger,0,0,0
500,karger_recursive,0,0,0
500,karger_improved,0,0,0
500,karger,0,0,0
501,karger_recursive,53,0,5808
501,karger_improved,53,3,42
501,karger,53,1,21
502,karger_recursive,435,29,12600
502,karger_improved,435,104,56
502,karger,435,144,28
503,karger_recursive,297,15,10192
503,karger_improved,297,35,52
503,karger,297,153,26
504,karger_recursive,9,0,882
504,karger_improved,9,0,18
504,karger,9,0,9
505,karger_recursive,0,0,0
505,karger_improved,0,0,0
505,karger,0,0,0
506,karger_recursive,70,0,6624
506,karger_improved,70,6,44
506,karger,70,33,22
507,karger_recursive,1,0,24
507,karger_improved,1,0,2
507,karger,1,0,1
508,karger_recursive,114,0,4400
508,karger_improved,114,36,38
508,karger,114,57,19
509,karger_recursive,2,0,100
509,karger_improved,2,0,4
509,karger,2,0,2
510,karger_recursive,371,24,10192
510,karger_improved,371,188,52
510,karger,371,130,26
511,karger_recursive,323,17,11340
511,karger_improved,323,23,54
511,karger,323,158,27
512,karger_recursive,5,0,160
512,karger_improved,5,0,10
512,karger,5,0,5
513,karger_recursive,117,0,2754
513,karger_improved,117,48,32
513,karger,117,46,16
514,karger_recursive,26,4,280
514,karger_improved,26,4,14
514,karger,26,14,7
515,karger_recursive,79,3,8112
515,karger_improved,79,5,48
515,karger,79,8,24
516,karger_recursive,6,0,24
516,karger_improved,6,3,4
516,karger,6,3,2
517,karger_recursive,86,0,5082
517,karger_improved,86,18,40
517,karger,86,10,20
518,karger_recursive,5,0,1690
518,karger_improved,5,0,10
518,karger,5,0,5
519,karger_recursive,13,0,90
519,karger_improved,13,4,8
519,karger,13,6,4
520,karger_recursive,117,5,8112
520,karger_improved,117,7,48
520,karger,117,59,24
521,karger_recursive,17,0,4224
521,karger_improved,17,0,32
521,karger,17,0,16
522,karger_recursive,0,0,0
522,karger_improved,0,0,0
522,karger,0,0,0
523,karger_recursive,28,0,10800
523,karger_improved,28,0,48
523,karger,28,0,24
524,karger_recursive,93,0,5808
524,karger_improved,93,36,42
524,karger,93,39,21
525,karger_recursive,109,0,1920
525,karger_improved,109,44,28
525,karger,109,54,14
526,karger_recursive,23,3,400
526,karger_improved,23,5,16
526,karger,23,3,8
527,karger_recursive,290,14,12600
527,karger_improved,290,60,56
527,karger,290,48,28
528,karger_recursive,3,0,24
528,karger_improved,3,1,4
528,karger,3,1,2
529,karger_recursive,21,0,1008
529,karger_improved,21,4,22
529,karger,21,5,11
530,karger_recursive,180,0,6624
530,karger_improved,180,16,44
530,karger,180,90,22
531,karger_recursive,15,0,720
531,karger_improved,15,0,20
531,karger,15,0,10
532,karger_recursive,2,0,676
532,karger_improved,2,0,4
532,karger,2,0,2
533,karger_recursive,0,0,0
533,karger_improved,0,0,0
533,karger,0,0,0
534,karger_recursive,6,0,90
534,karger_improved,6,2,8
534,karger,6,2,4
535,karger_recursive,28,0,1008
535,karger_improved,28,3,22
535,karger,28,12,11
536,karger_recursive,37,6,400
536,karger_improved,37,20,16
536,karger,37,17,8
537,karger_recursive,12,0,400
537,karger_improved,12,0,16
537,karger,12,0,8
538,karger_recursive,72,0,3240
538,karger_improved,72,15,34
538,karger,72,33,17
539,karger_recursive,0,0,0
539,karger_improved,0,0,0
539,karger,0,0,0
540,karger_recursive,2,0,840
540,karger_improved,2,0,4
540,karger,2,0,2
541,karger_recursive,72,0,6624
541,karger_improved,72,14,44
541,karger,72,7,22
542,karger_recursive,16,2,192
542,karger_improved,16,2,12
542,karger,16,5,6
543,karger_recursive,35,0,1274
543,karger_improved,35,4,24
543,karger,35,5,12
544,karger_recursive,104,3,11340
544,karger_improved,104,43,54
544,karger,104,8,27
545,karger_recursive,7,0,72
545,karger_improved,7,0,8
545,karger,7,0,4
546,karger_recursive,82,0,3240
546,karger_improved,82,7,34
546,karger,82,44,17
547,karger_recursive,174,0,6624
547,karger_improved,174,9,44
547,karger,174,58,22
548,karger_recursive,10,0,90
548,karger_improved,10,3,8
548,karger,10,3,4
549,karger_recursive,105,0,1920
549,karger_improved,105,53,28
549,karger,105,13,14
550,karger_recursive,78,0,5082
550,karger_improved,78,6,40
550,karger,78,26,20
551,karger_recursive,42,8,400
551,karger_improved,42,9,16
551,karger,42,15,8
552,karger_recursive,3,0,8
552,karger_improved,3,2,2
552,karger,3,2,1
553,karger_recursive,0,-1,0
553,karger_improved,0,0,0
553,karger,0,0,0
554,karger_recursive,388,22,12600
554,karger_improved,388,70,56
554,karger,388,51,28
555,karger_recursive,3,0,96
555,karger_improved,3,0,6
555,karger,3,0,3
556,karger_recursive,17,2,192
556,karger_improved,17,5,12
556,karger,17,8,6
557,karger_recursive,136,0,3240
557,karger_improved,136,26,34
557,karger,136,54,17
558,karger_recursive,123,0,3800
558,karger_improved,123,21,36
558,karger,123,58,18
559,karger_recursive,23,3,192
559,karger_improved,23,7,12
559,karger,23,9,6
560,karger_recursive,47,0,2304
560,karger_improved,47,8,30
560,karger,47,6,15
561,karger_recursive,80,0,1920
561,karger_improved,80,18,28
561,karger,80,38,14
562,karger_recursive,55,0,600
562,karger_improved,55,10,18
562,karger,55,28,9
563,karger_recursive,185,0,3800
563,karger_improved,185,51,36
563,karger,185,84,18
564,karger_recursive,82,0,6624
564,karger_improved,82,5,44
564,karger,82,7,22
565,karger_recursive,129,6,10192
565,karger_improved,129,21,52
565,karger,129,65,26
566,karger_recursive,51,0,2754
566,karger_improved,51,15,32
566,karger,51,12,16
567,karger_recursive,12,0,1152
567,karger_improved,12,0,18
567,karger,12,0,9
568,karger_recursive,0,0,0
568,karger_improved,0,0,0
568,karger,0,0,0
569,karger_recursive,9,0,784
569,karger_improved,9,0,16
569,karger,9,0,8
570,karger_recursive,373,25,10192
570,karger_improved,373,96,52
570,karger,373,192,26
571,karger_recursive,128,0,5082
571,karger_improved,128,21,40
571,karger,128,22,20
572,karger_recursive,8,0,588
572,karger_improved,8,0,14
572,karger,8,0,7
573,karger_recursive,34,0,12150
573,karger_improved,34,0,54
573,karger,34,0,27
574,karger_recursive,180,0,5082
574,karger_improved,180,15,40
574,karger,180,73,20
575,karger_recursive,141,0,5082
575,karger_improved,141,12,40
575,karger,141,14,20
576,karger_recursive,2,0,24
576,karger_improved,2,0,4
576,karger,2,0,2
577,karger_recursive,0,0,0
577,karger_improved,0,0,0
577,karger,0,0,0
578,karger_recursive,97,0,3240
578,karger_improved,97,10,34
578,karger,97,48,17
579,karger_recursive,71,1,9100
579,karger_improved,71,1,50
579,karger,71,10,25
580,karger_recursive,19,0,720
580,karger_improved,19,0,20
580,karger,19,0,10
581,karger_recursive,25,0,3740
581,karger_improved,25,0,34
581,karger,25,0,17
582,karger_recursive,33,7,280
582,karger_improved,33,6,14
582,karger,33,12,7
583,karger_recursive,79,0,5082
583,karger_improved,79,20,40
583,karger,79,40,20
584,karger_recursive,0,0,0
584,karger_improved,0,0,0
584,karger,0,0,0
585,karger_recursive,0,-1,0
585,karger_improved,0,0,0
585,karger,0,0,0
586,karger_recursive,83,1,8112
586,karger_improved,83,4,48
586,karger,83,36,24
587,karger_recursive,123,0,6624
587,karger_improved,123,9,44
587,karger,123,44,22
588,karger_recursive,53,0,1008
588,karger_improved,53,22,22
588,karger,53,27,11
589,karger_recursive,35,7,280
589,karger_improved,35,13,14
589,karger,35,19,7
590,karger_recursive,12,3,120
590,karger_improved,12,4,10
590,karger,12,3,5
591,karger_recursive,6,0,24
591,karger_improved,6,3,4
591,karger,6,3,2
592,karger_recursive,14,1,280
592,karger_improved,14,2,14
592,karger,14,2,7
593,karger_recursive,0,0,0
593,karger_improved,0,0,0
593,karger,0,0,0
594,karger_recursive,0,-1,0
594,karger_improved,0,0,0
594,karger,0,0,0
595,karger_recursive,1,1,0
595,karger_improved,1,1,0
595,karger,1,1,0
596,karger_recursive,85,3,8112
596,karger_improved,85,4,48
596,karger,85,4,24
597,karger_recursive,15,0,90
597,karger_improved,15,8,8
597,karger,15,5,4
598,karger_recursive,1,0,18
598,karger_improved,1,0,2
598,karger,1,0,1
599,karger_recursive,138,5,8112
599,karger_improved,138,64,48
599,karger,138,5,24
600,karger_recursive,7,0,1260
600,karger_improved,7,0,14
600,karger,7,0,7
601,karger_recursive,0,0,0
601,karger_improved,0,0,0
601,karger,0,0,0
602,karger_recursive,345,19,12600
602,karger_improved,345,125,56
602,karger,345,145,28
603,karger_recursive,20,0,7840
603,karger_improved,20,0,40
603,karger,20,0,20
604,karger_recursive,0,-1,0
604,karger_improved,0,0,0
604,karger,0,0,0
605,karger_recursive,3,0,8
605,karger_improved,3,2,2
605,karger,3,2,1
606,karger_recursive,75,1,8112
606,karger_improved,75,4,48
606,karger,75,31,24
607,karger_recursive,96,0,1568
607,karger_improved,96,14,26
607,karger,96,33,13
608,karger_recursive,125,0,4400
608,karger_improved,125,43,38
608,karger,125,20,19
609,karger_recursive,50,0,1008
609,karger_improved,50,8,22
609,karger,50,12,11
610,karger_recursive,9,0,48
610,karger_improved,9,5,6
610,karger,9,4,3
611,karger_recursive,9,1,192
611,karger_improved,9,1,12
611,karger,9,2,6
612,karger_recursive,36,0,5544
612,karger_improved,36,0,42
612,karger,36,0,21
613,karger_recursive,125,0,4400
613,karger_improved,125,44,38
613,karger,125,58,19
614,karger_recursive,171,5,9100
614,karger_improved,171,50,50
614,karger,171,79,25
615,karger_recursive,149,5,11340
615,karger_improved,149,35,54
615,karger,149,15,27
616,karger_recursive,38,0,600
616,karger_improved,38,6,18
616,karger,38,17,9
617,karger_recursive,4,0,648
617,karger_improved,4,0,8
617,karger,4,0,4
618,karger_recursive,10,2,120
618,karger_improved,10,2,10
618,karger,10,2,5
619,karger_recursive,8,0,240
619,karger_improved,8,0,12
619,karger,8,0,6
620,karger_recursive,7,0,90
620,karger_improved,7,2,8
620,karger,7,3,4
621,karger_recursive,71,0,2754
621,karger_improved,71,5,32
621,karger,71,22,16
622,karger_recursive,46,0,1008
622,karger_improved,46,8,22
622,karger,46,15,11
623,karger_recursive,1,1,0
623,karger_improved,1,1,0
623,karger,1,1,0
624,karger_recursive,67,1,10192
624,karger_improved,67,3,52
624,karger,67,1,26
625,karger_recursive,48,0,1008
625,karger_improved,48,24,22
625,karger,48,19,11
626,karger_recursive,1,1,0
626,karger_improved,1,1,0
626,karger,1,1,0
627,karger_recursive,2,0,8
627,karger_improved,2,1,2
627,karger,2,1,1
628,karger_recursive,81,0,1274
628,karger_improved,81,21,24
628,karger,81,28,12
629,karger_recursive,10,0,400
629,karger_improved,10,0,16
629,karger,10,0,8
630,karger_recursive,10,0,1008
630,karger_improved,10,0,18
630,karger,10,0,9
631,karger_recursive,3,0,8
631,karger_improved,3,2,2
631,karger,3,2,1
632,karger_recursive,8,1,120
632,karger_improved,8,2,10
632,karger,8,1,5
633,karger_recursive,71,1,8112
633,karger_improved,71,1,48
633,karger,71,23,24
634,karger_recursive,223,11,10192
634,karger_improved,223,35,52
634,karger,223,73,26
635,karger_recursive,0,-1,0
635,karger_improved,0,0,0
635,karger,0,0,0
636,karger_recursive,2,0,8
636,karger_improved,2,1,2
636,karger,2,1,1
637,karger_recursive,154,0,3240
637,karger_improved,154,43,34
637,karger,154,54,17
638,karger_recursive,36,0,5544
638,karger_improved,36,0,42
638,karger,36,0,21
639,karger_recursive,72,0,3240
639,karger_improved,72,8,34
639,karger,72,22,17
640,karger_recursive,0,-1,0
640,karger_improved,0,0,0
640,karger,0,0,0
641,karger_recursive,48,0,1274
641,karger_improved,48,5,24
641,karger,48,18,12
642,karger_recursive,49,0,1274
642,karger_improved,49,21,24
642,karger,49,7,12
643,karger_recursive,74,0,6624
643,karger_improved,74,3,44
643,karger,74,5,22
644,karger_recursive,263,17,8112
644,karger_improved,263,61,48
644,karger,263,85,24
645,karger_recursive,0,-1,0
645,karger_improved,0,0,0
645,karger,0,0,0
646,karger_recursive,56,1,9100
646,karger_improved,56,3,50
646,karger,56,3,25
647,karger_recursive,0,-1,0
647,karger_improved,0,0,0
647,karger,0,0,0
648,karger_recursive,0,-1,0
648,karger_improved,0,0,0
648,karger,0,0,0
649,karger_recursive,159,0,5808
649,karger_improved,159,33,42
649,karger,159,64,21
650,karger_recursive,159,0,4400
650,karger_improved,159,75,38
650,karger,159,76,19
651,karger_recursive,120,0,5808
651,karger_improved,120,47,42
651,karger,120,26,21
652,karger_recursive,1,0,12
652,karger_improved,1,0,2
652,karger,1,0,1
653,karger_recursive,18,1,400
653,karger_improved,18,3,16
653,karger,18,3,8
654,karger_recursive,1,0,162
654,karger_improved,1,0,2
654,karger,1,0,1
655,karger_recursive,90,0,3800
655,karger_improved,90,7,36
655,karger,90,29,18
656,karger_recursive,176,7,10192
656,karger_improved,176,45,52
656,karger,176,7,26
657,karger_recursive,33,3,400
657,karger_improved,33,16,16
657,karger,33,7,8
658,karger_recursive,18,3,192
658,karger_improved,18,3,12
658,karger,18,5,6
659,karger_recursive,7,0,192
659,karger_improved,7,0,12
659,karger,7,0,6
660,karger_recursive,272,16,10192
660,karger_improved,272,17,52
660,karger,272,134,26
661,karger_recursive,2,0,36
661,karger_improved,2,0,4
661,karger,2,0,2
662,karger_recursive,182,0,5808
662,karger_improved,182,79,42
662,karger,182,82,21
663,karger_recursive,1,0,4
663,karger_improved,1,0,2
663,karger,1,0,1
664,karger_recursive,1,0,18
664,karger_improved,1,0,2
664,karger,1,0,1
665,karger_recursive,184,0,3800
665,karger_improved,184,80,36
665,karger,184,92,18
666,karger_recursive,275,13,11340
666,karger_improved,275,50,54
666,karger,275,65,27
667,karger_recursive,98,0,4400
667,karger_improved,98,8,38
667,karger,98,41,19
668,karger_recursive,69,0,1568
668,karger_improved,69,17,26
668,karger,69,34,13
669,karger_recursive,13,0,756
669,karger_improved,13,0,18
669,karger,13,0,9
670,karger_recursive,44,0,4400
670,karger_improved,44,5,38
670,karger,44,1,19
671,karger_recursive,139,2,11340
671,karger_improved,139,25,54
671,karger,139,56,27
672,karger_recursive,6,0,24
672,karger_improved,6,3,4
672,karger,6,4,2
673,karger_recursive,73,0,5808
673,karger_improved,73,10,42
673,karger,73,33,21
674,karger_recursive,39,0,1568
674,karger_improved,39,4,26
674,karger,39,7,13
675,karger_recursive,0,-1,0
675,karger_improved,0,0,0
675,karger,0,0,0
676,karger_recursive,30,0,2754
676,karger_improved,30,3,32
676,karger,30,3,16
677,karger_recursive,9,0,48
677,karger_improved,9,5,6
677,karger,9,5,3
678,karger_recursive,37,0,600
678,karger_improved,37,16,18
678,karger,37,6,9
679,karger_recursive,104,0,4400
679,karger_improved,104,16,38
679,karger,104,49,19
680,karger_recursive,88,0,2754
680,karger_improved,88,42,32
680,karger,88,45,16
681,karger_recursive,0,-1,0
681,karger_improved,0,0,0
681,karger,0,0,0
682,karger_recursive,1,0,4
682,karger_improved,1,0,2
682,karger,1,0,1
